Species	freq	node_id	parent_node_id	Gene symbol	Class	Subclass	n.node	n.node_child	sum	denominator
Serratia nevei	0.998463901689708	bla-C	NA	NA	NA	NA	0	650	650	651
Serratia nevei	0.9969278033794164	blaSRT	bla-C	blaSRT	BETA-LACTAM	CEPHALOSPORIN	649	0	649	651
Serratia nevei	0.9953917050691244	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	648	0	648	651
Serratia nevei	0.9923195084485408	smfY	MFS_efflux	smfY	EFFLUX	EFFLUX	646	0	646	651
Serratia nevei	0.9923195084485408	MFS_efflux	NA	NA	NA	NA	0	646	646	651
Serratia nevei	0.976958525345622	tet(41)	tet_A_B_C_D	tet(41)	TETRACYCLINE	TETRACYCLINE	636	0	636	651
Serratia ureilytica	1.9806949806949807	RND-IM	NA	NA	NA	NA	0	513	513	259
Serratia bockelmannii	2	RND-IM	NA	NA	NA	NA	0	324	324	162
Serratia nematodiphila	1.9925925925925927	RND-IM	NA	NA	NA	NA	0	269	269	135
Serratia ureilytica	1	smfY	MFS_efflux	smfY	EFFLUX	EFFLUX	259	0	259	259
Serratia ureilytica	1	aac(6')_Serra	aac(6')_E	aac(6')	AMINOGLYCOSIDE	AMINOGLYCOSIDE	259	0	259	259
Serratia ureilytica	1	blaSRT	bla-C	blaSRT	BETA-LACTAM	CEPHALOSPORIN	123	136	259	259
Serratia ureilytica	1	MFS_efflux	NA	NA	NA	NA	0	259	259	259
Serratia ureilytica	1	aac(6')_E	NA	NA	NA	NA	0	259	259	259
Serratia ureilytica	0.996138996138996	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	258	0	258	259
Serratia ureilytica	0.9845559845559846	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	255	0	255	259
Serratia ureilytica	0.9652509652509652	tet_A_B_C_D	NA	NA	NA	NA	0	250	250	259
Serratia ureilytica	0.945945945945946	tet(41)	tet_A_B_C_D	tet(41)	TETRACYCLINE	TETRACYCLINE	245	0	245	259
Serratia marcescens	2	RND-IM	NA	NA	NA	NA	0	222	222	111
Serratia entomophila	2	RND-IM	NA	NA	NA	NA	0	168	168	84
Serratia bockelmannii	1.0185185185185186	tet_A_B_C_D	NA	NA	NA	NA	0	165	165	162
Serratia bockelmannii	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	162	0	162	162
Serratia bockelmannii	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	162	0	162	162
Serratia bockelmannii	1	aac(6')_Serra	aac(6')_E	aac(6')	AMINOGLYCOSIDE	AMINOGLYCOSIDE	162	0	162	162
Serratia bockelmannii	1	blaSRT	bla-C	blaSRT	BETA-LACTAM	CEPHALOSPORIN	162	0	162	162
Serratia bockelmannii	1	aac(6')_E	NA	NA	NA	NA	0	162	162	162
Serratia bockelmannii	1	bla-C	NA	NA	NA	NA	0	162	162	162
Serratia bockelmannii	0.9938271604938272	smfY	MFS_efflux	smfY	EFFLUX	EFFLUX	161	0	161	162
Serratia bockelmannii	0.9938271604938272	tet(41)	tet_A_B_C_D	tet(41)	TETRACYCLINE	TETRACYCLINE	161	0	161	162
Serratia bockelmannii	0.9938271604938272	MFS_efflux	NA	NA	NA	NA	0	161	161	162
Serratia_J liquefaciens	1.9295774647887325	RND-IM	NA	NA	NA	NA	0	137	137	71
Serratia nematodiphila	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	135	0	135	135
Serratia nematodiphila	1	smfY	MFS_efflux	smfY	EFFLUX	EFFLUX	135	0	135	135
Serratia nematodiphila	1	aac(6')_Serra	aac(6')_E	aac(6')	AMINOGLYCOSIDE	AMINOGLYCOSIDE	135	0	135	135
Serratia nematodiphila	1	blaSRT	bla-C	blaSRT	BETA-LACTAM	CEPHALOSPORIN	135	0	135	135
Serratia nematodiphila	1	MFS_efflux	NA	NA	NA	NA	0	135	135	135
Serratia nematodiphila	1	aac(6')_E	NA	NA	NA	NA	0	135	135	135
Serratia nematodiphila	1	bla-C	NA	NA	NA	NA	0	135	135	135
Serratia nematodiphila	0.9925925925925926	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	134	0	134	135
Serratia nematodiphila	0.9925925925925926	tet_A_B_C_D	NA	NA	NA	NA	0	134	134	135
Serratia nematodiphila	0.9629629629629628	tet(41)	tet_A_B_C_D	tet(41)	TETRACYCLINE	TETRACYCLINE	130	0	130	135
Serratia marcescens	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	111	0	111	111
Serratia marcescens	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	111	0	111	111
Serratia marcescens	1	smfY	MFS_efflux	smfY	EFFLUX	EFFLUX	111	0	111	111
Serratia marcescens	1	tet(41)	tet_A_B_C_D	tet(41)	TETRACYCLINE	TETRACYCLINE	111	0	111	111
Serratia marcescens	1	aac(6')_Serra	aac(6')_E	aac(6')	AMINOGLYCOSIDE	AMINOGLYCOSIDE	60	51	111	111
Serratia marcescens	1	blaSRT	bla-C	blaSRT	BETA-LACTAM	CEPHALOSPORIN	111	0	111	111
Serratia marcescens	1	MFS_efflux	NA	NA	NA	NA	0	111	111	111
Serratia marcescens	1	bla-C	NA	NA	NA	NA	0	111	111	111
Serratia marcescens	1	tet_A_B_C_D	NA	NA	NA	NA	0	111	111	111
Serratia entomophila	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	84	0	84	84
Serratia entomophila	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	84	0	84	84
Serratia_J liquefaciens	0.971830985915493	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	69	0	69	71
Serratia_J liquefaciens	0.971830985915493	ampC_Sliq	bla-C	ampC	BETA-LACTAM	CEPHALOSPORIN	68	1	69	71
Serratia_J liquefaciens	0.9577464788732394	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	68	0	68	71
Serratia_J liquefaciens	0.9577464788732394	bla-C	NA	NA	NA	NA	0	68	68	71
Serratia_J proteamaculans_D	2	RND-IM	NA	NA	NA	NA	0	58	58	29
Serratia_J proteamaculans	1.9642857142857144	RND-IM	NA	NA	NA	NA	0	55	55	28
Serratia marcescens_J	2	RND-IM	NA	NA	NA	NA	0	54	54	27
Serratia_A fonticola	1	blaFONA	bla-A	blaFONA	BETA-LACTAM	BETA-LACTAM	22	27	49	49
Serratia_A fonticola	1	blaSFDC	CMY2-MIR-ACT-EC	blaSFDC	BETA-LACTAM	CEPHALOSPORIN	49	0	49	49
Serratia_A fonticola	1	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	49	49	49
Serratia ficaria	2	RND-IM	NA	NA	NA	NA	0	46	46	23
Serratia_J quinivorans	1.9473684210526316	RND-IM	NA	NA	NA	NA	0	37	37	19
Serratia_J plymuthica	2	RND-IM	NA	NA	NA	NA	0	36	36	18
Serratia surfactantfaciens	2	RND-IM	NA	NA	NA	NA	0	30	30	15
Serratia_J proteamaculans_D	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	29	0	29	29
Serratia_J proteamaculans_D	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	29	0	29	29
Serratia_J proteamaculans	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	28	0	28	28
Serratia marcescens_J	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	27	0	27	27
Serratia_J proteamaculans	0.9642857142857144	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	27	0	27	28
Serratia marcescens_J	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	27	0	27	27
Serratia marcescens_J	1	smfY	MFS_efflux	smfY	EFFLUX	EFFLUX	27	0	27	27
Serratia marcescens_J	1	aac(6')_Serra	aac(6')_E	aac(6')	AMINOGLYCOSIDE	AMINOGLYCOSIDE	27	0	27	27
Serratia marcescens_J	1	blaSRT	bla-C	blaSRT	BETA-LACTAM	CEPHALOSPORIN	27	0	27	27
Serratia marcescens_J	1	MFS_efflux	NA	NA	NA	NA	0	27	27	27
Serratia marcescens_J	1	aac(6')_E	NA	NA	NA	NA	0	27	27	27
Serratia marcescens_J	1	bla-C	NA	NA	NA	NA	0	27	27	27
Serratia ficaria	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	23	0	23	23
Serratia ficaria	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	23	0	23	23
Serratia_B rubidaea	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	23	0	23	23
Serratia_B rubidaea	1	RND-IM	NA	NA	NA	NA	0	23	23	23
Serratia marcescens_J	0.8148148148148148	tet(41)	tet_A_B_C_D	tet(41)	TETRACYCLINE	TETRACYCLINE	22	0	22	27
Serratia marcescens_J	0.8148148148148148	tet_A_B_C_D	NA	NA	NA	NA	0	22	22	27
Serratia_J quinivorans	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	19	0	19	19
Serratia_J grimesii	1.9	RND-IM	NA	NA	NA	NA	0	19	19	10
Serratia_J plymuthica	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	18	0	18	18
Serratia_J quinivorans	0.9473684210526316	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	18	0	18	19
Serratia_J plymuthica	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	18	0	18	18
Serratia_J quinivorans	0.8421052631578947	blaSPR	HARLDQ_not_B3	blaSPR	BETA-LACTAM	BETA-LACTAM	16	0	16	19
Serratia_J quinivorans	0.8421052631578947	HARLDQ_not_B3	NA	NA	NA	NA	0	16	16	19
Serratia_J sp017832355	2	RND-IM	NA	NA	NA	NA	0	16	16	8
Serratia surfactantfaciens	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	15	0	15	15
Serratia surfactantfaciens	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	15	0	15	15
Serratia surfactantfaciens	1	smfY	MFS_efflux	smfY	EFFLUX	EFFLUX	15	0	15	15
Serratia surfactantfaciens	1	tet(41)	tet_A_B_C_D	tet(41)	TETRACYCLINE	TETRACYCLINE	15	0	15	15
Serratia surfactantfaciens	1	aac(6')_Serra	aac(6')_E	aac(6')	AMINOGLYCOSIDE	AMINOGLYCOSIDE	15	0	15	15
Serratia surfactantfaciens	1	blaSRT	bla-C	blaSRT	BETA-LACTAM	CEPHALOSPORIN	15	0	15	15
Serratia surfactantfaciens	1	MFS_efflux	NA	NA	NA	NA	0	15	15	15
Serratia surfactantfaciens	1	aac(6')_E	NA	NA	NA	NA	0	15	15	15
Serratia surfactantfaciens	1	bla-C	NA	NA	NA	NA	0	15	15	15
Serratia surfactantfaciens	1	tet_A_B_C_D	NA	NA	NA	NA	0	15	15	15
Serratia_J grimesii	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	10	0	10	10
Serratia_J grimesii	0.9	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	9	0	9	10
Serratia_J sp017832355	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	8	0	8	8
Serratia_J sp017832355	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	8	0	8	8
Serratia sp003812745	2	RND-IM	NA	NA	NA	NA	0	6	6	3
Serratia_A sp000633355	1	blaFONA	bla-A	blaFONA	BETA-LACTAM	BETA-LACTAM	5	0	5	5
Serratia_A sp000633355	1	bla-A	NA	NA	NA	NA	0	5	5	5
Serratia sp003812745	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	3	0	3	3
Serratia sp003812745	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	3	0	3	3
Serratia_B rhizosphaerae	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	3	0	3	3
Serratia sp003812745	1	smfY	MFS_efflux	smfY	EFFLUX	EFFLUX	3	0	3	3
Serratia sp003812745	1	aac(6')_Serra	aac(6')_E	aac(6')	AMINOGLYCOSIDE	AMINOGLYCOSIDE	3	0	3	3
Serratia sp003812745	1	blaSRT	bla-C	blaSRT	BETA-LACTAM	CEPHALOSPORIN	3	0	3	3
Serratia sp003812745	1	MFS_efflux	NA	NA	NA	NA	0	3	3	3
Serratia_B rhizosphaerae	1	RND-IM	NA	NA	NA	NA	0	3	3	3
Serratia sp003812745	1	aac(6')_E	NA	NA	NA	NA	0	3	3	3
Serratia sp003812745	1	bla-C	NA	NA	NA	NA	0	3	3	3
Serratia_J inhibens	2	RND-IM	NA	NA	NA	NA	0	2	2	1
Serratia_J liquefaciens_A	2	RND-IM	NA	NA	NA	NA	0	2	2	1
Serratia_J plymuthica_B	2	RND-IM	NA	NA	NA	NA	0	2	2	1
Serratia_J inhibens	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	1	0	1	1
Serratia_J liquefaciens_A	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	1	0	1	1
Serratia_J plymuthica_B	1	sdeB	RND-IM	sdeB	EFFLUX	EFFLUX	1	0	1	1
Serratia_J inhibens	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	1	0	1	1
Serratia_J liquefaciens_A	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	1	0	1	1
Serratia_J plymuthica_B	1	sdeY	RND-IM	sdeY	EFFLUX	EFFLUX	1	0	1	1
Serratia_J liquefaciens_A	1	ampC_Sliq	bla-C	ampC	BETA-LACTAM	CEPHALOSPORIN	1	0	1	1
Serratia_J liquefaciens_A	1	bla-C	NA	NA	NA	NA	0	1	1	1
Shewanella algae	0.9782608695652174	blaOXA-55_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	41	4	45	46
Shewanella algae	0.9565217391304348	qnrA	qnr	qnrA	QUINOLONE	QUINOLONE	12	32	44	46
Shewanella algae	0.8913043478260869	blaOXA	NA	NA	NA	NA	0	41	41	46
Shewanella oneidensis	0.9722222222222222	blaOXA-54	blaOXA-48_fam	blaOXA-54	BETA-LACTAM	CARBAPENEM	35	0	35	36
Shewanella oneidensis	0.9722222222222222	blaOXA-48_fam	NA	NA	NA	NA	0	35	35	36
Shewanella oneidensis	0.9444444444444444	catB	cat	catB	PHENICOL	CHLORAMPHENICOL	34	0	34	36
Shewanella oneidensis	0.9444444444444444	cat	NA	NA	NA	NA	0	34	34	36
Shewanella xiamenensis	1	blaOXA-48_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	2	15	17	17
Shewanella baltica	1	blaOXA-548_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	15	0	15	15
Shewanella baltica	1	blaOXA	NA	NA	NA	NA	0	15	15	15
Shewanella seohaensis	2	dfrA	NA	NA	NA	NA	0	8	8	4
Shewanella seohaensis	1.75	ant(3'')-Ia	NA	NA	NA	NA	0	7	7	4
Shewanella sp000203935	1.4	blaOXA	NA	NA	NA	NA	0	7	7	5
Shewanella seohaensis	1.5	blaOXA	NA	NA	NA	NA	0	6	6	4
Shewanella sp000203935	1	blaOXA-48_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	5	0	5	5
Shewanella putrefaciens	1	blaOXA	bla-D	blaOXA	BETA-LACTAM	BETA-LACTAM	4	0	4	4
Shewanella seohaensis	1	blaOXA-48_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	3	1	4	4
Shewanella putrefaciens	1	bla-D	NA	NA	NA	NA	0	4	4	4
Shewanella decolorationis	1	blaOXA-48_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	3	0	3	3
Shewanella chilikensis	1	blaOXA-55_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	3	0	3	3
Shewanella indica	1	blaOXA-55_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	2	1	3	3
Shewanella indica	1	qnrA2	qnrA	qnrA2	QUINOLONE	QUINOLONE	3	0	3	3
Shewanella chilikensis	1	blaOXA	NA	NA	NA	NA	0	3	3	3
Shewanella decolorationis	1	blaOXA	NA	NA	NA	NA	0	3	3	3
Shewanella chilikensis	1	qnrA	NA	NA	NA	NA	0	3	3	3
Shewanella indica	1	qnrA	NA	NA	NA	NA	0	3	3	3
Shewanella sp019654915	2	sul	NA	NA	NA	NA	0	2	2	1
Shewanella sp019654915	2	tet_A_B_C_D	NA	NA	NA	NA	0	2	2	1
Shewanella sp019654915	1	aadA2	ant(3'')-Ia	aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	1	0	1	1
Shewanella loihica	1	aph(3')-Ia	aph(3')-I	aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	1	0	1	1
Shewanella sp019654915	1	mph(G)	mph_3	mph(G)	MACROLIDE	ERYTHROMYCIN	1	0	1	1
Shewanella sp019654915	1	tet(C)	tet_A_B_C_D	tet(C)	TETRACYCLINE	TETRACYCLINE	1	0	1	1
Shewanella sp019654915	1	sul1	sul	sul1	SULFONAMIDE	SULFONAMIDE	1	0	1	1
Shewanella carassii	1	qnrA	qnr	qnrA	QUINOLONE	QUINOLONE	1	0	1	1
Shewanella sp019654915	1	mph(F)	mph_gen	mph(F)	MACROLIDE	ERYTHROMYCIN	1	0	1	1
Shewanella sp019654915	1	sul2	sul	sul2	SULFONAMIDE	SULFONAMIDE	1	0	1	1
Shewanella sp019654915	1	tet(B)	tet_A_B_C_D	tet(B)	TETRACYCLINE	TETRACYCLINE	1	0	1	1
Shewanella sp019654915	1	mef(C)	mef_gen	mef(C)	MACROLIDE	ERYTHROMYCIN	1	0	1	1
Shewanella carassii	1	blaOXA-55_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Shewanella hafniensis	1	blaOXA-548_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Shewanella sp019654915	1	blaGMA-1	blaGMA	blaGMA-1	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Shewanella sp019654915	1	ant(3'')-Ia	NA	NA	NA	NA	0	1	1	1
Shewanella loihica	1	aph(3')-I	NA	NA	NA	NA	0	1	1	1
Shewanella sp019654915	1	blaGMA	NA	NA	NA	NA	0	1	1	1
Shewanella carassii	1	blaOXA	NA	NA	NA	NA	0	1	1	1
Shewanella hafniensis	1	blaOXA	NA	NA	NA	NA	0	1	1	1
Shewanella sp019654915	1	mef_gen	NA	NA	NA	NA	0	1	1	1
Shewanella sp019654915	1	mph_3	NA	NA	NA	NA	0	1	1	1
Shewanella sp019654915	1	mph_gen	NA	NA	NA	NA	0	1	1	1
Shewanella carassii	1	qnr	NA	NA	NA	NA	0	1	1	1
Staphylococcus aureus	0.9977377951170884	tet(38)	tet_MFS_efflux	tet(38)	TETRACYCLINE	TETRACYCLINE	104087	0	104087	104323
Staphylococcus aureus	0.9977377951170884	tet_MFS_efflux	NA	NA	NA	NA	0	104087	104087	104323
Staphylococcus aureus	0.9973831274023944	mepA	MATE_efflux	mepA	TETRACYCLINE	TIGECYCLINE	104050	0	104050	104323
Staphylococcus aureus	0.9973831274023944	MATE_efflux	NA	NA	NA	NA	0	104050	104050	104323
Staphylococcus aureus	0.8211995437247779	blaZ	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	70225	15445	85670	104323
Staphylococcus aureus	0.8198288009355559	blaI_of_Z	blaI_gen	blaI	BETA-LACTAM	BETA-LACTAM	85527	0	85527	104323
Staphylococcus aureus	0.8198288009355559	blaI_gen	NA	NA	NA	NA	0	85527	85527	104323
Staphylococcus epidermidis	0.9949591517469146	fosB_gen	NA	NA	NA	NA	0	5724	5724	5753
Staphylococcus epidermidis	0.9909612376151572	fosB-Sepi	fosB_gen	fosB	FOSFOMYCIN	FOSFOMYCIN	5701	0	5701	5753
Staphylococcus epidermidis	0.8014948722405701	blaZ	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	4558	53	4611	5753
Staphylococcus pseudintermedius	0.8170364283757875	blaR1_gen	NA	NA	NA	NA	0	2983	2983	3651
Staphylococcus pseudintermedius	0.8022459600109559	blaI_of_Z	blaI_gen	blaI	BETA-LACTAM	BETA-LACTAM	2929	0	2929	3651
Staphylococcus pseudintermedius	0.8022459600109559	blaI_gen	NA	NA	NA	NA	0	2929	2929	3651
Staphylococcus pseudintermedius	0.8016981648863325	blaZ	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	720	2207	2927	3651
Staphylococcus capitis	0.833981841763943	blaI_of_Z	blaI_gen	blaI	BETA-LACTAM	BETA-LACTAM	1286	0	1286	1542
Staphylococcus capitis	0.833981841763943	blaI_gen	NA	NA	NA	NA	0	1286	1286	1542
Staphylococcus capitis	0.8326848249027238	blaZ	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	1280	4	1284	1542
Staphylococcus capitis	0.8300907911802854	blaZ_gen	NA	NA	NA	NA	0	1280	1280	1542
Staphylococcus haemolyticus	0.8563734290843806	blaZ	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	372	582	954	1114
Staphylococcus haemolyticus	0.855475763016158	blaI_of_Z	blaI_gen	blaI	BETA-LACTAM	BETA-LACTAM	953	0	953	1114
Staphylococcus haemolyticus	0.855475763016158	blaI_gen	NA	NA	NA	NA	0	953	953	1114
Staphylococcus haemolyticus	0.8249551166965888	mecA	mec_gen	mecA	BETA-LACTAM	METHICILLIN	919	0	919	1114
Staphylococcus haemolyticus	0.8249551166965888	mec_gen	NA	NA	NA	NA	0	919	919	1114
Staphylococcus haemolyticus	0.803411131059246	blaR1	blaR1_gen	blaR1	BETA-LACTAM	BETA-LACTAM	823	72	895	1114
Staphylococcus saprophyticus	0.9969418960244648	fusD	fusBCD_gen	fusD	FUSIDIC ACID	FUSIDIC ACID	652	0	652	654
Staphylococcus saprophyticus	0.9969418960244648	fusBCD_gen	NA	NA	NA	NA	0	652	652	654
Staphylococcus argenteus	0.9965694682675816	tet(38)	tet_MFS_efflux	tet(38)	TETRACYCLINE	TETRACYCLINE	581	0	581	583
Staphylococcus argenteus	0.9965694682675816	tet_MFS_efflux	NA	NA	NA	NA	0	581	581	583
Staphylococcus argenteus	0.9948542024013722	mepA	MATE_efflux	mepA	TETRACYCLINE	TIGECYCLINE	580	0	580	583
Staphylococcus argenteus	0.9948542024013722	MATE_efflux	NA	NA	NA	NA	0	580	580	583
Staphylococcus ureilyticus	1	fusF	fusBCD_gen	fusF	FUSIDIC ACID	FUSIDIC ACID	68	0	68	68
Staphylococcus ureilyticus	1	fusBCD_gen	NA	NA	NA	NA	0	68	68	68
Staphylococcus cohnii	0.9821428571428572	fusF	fusBCD_gen	fusF	FUSIDIC ACID	FUSIDIC ACID	55	0	55	56
Staphylococcus cohnii	0.9821428571428572	fusBCD_gen	NA	NA	NA	NA	0	55	55	56
Staphylococcus cohnii	0.9464285714285714	msr(A)	msr	msr(A)	MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/STREPTOGRAMIN B	53	0	53	56
Staphylococcus cohnii	0.9464285714285714	msr	NA	NA	NA	NA	0	53	53	56
Staphylococcus arlettae	1	blaARL	bla-A	blaARL	BETA-LACTAM	BETA-LACTAM	4	22	26	26
Staphylococcus schweitzeri	1	mepA	MATE_efflux	mepA	TETRACYCLINE	TIGECYCLINE	22	0	22	22
Staphylococcus schweitzeri	1	tet(38)	tet_MFS_efflux	tet(38)	TETRACYCLINE	TETRACYCLINE	22	0	22	22
Staphylococcus schweitzeri	1	MATE_efflux	NA	NA	NA	NA	0	22	22	22
Staphylococcus schweitzeri	1	tet_MFS_efflux	NA	NA	NA	NA	0	22	22	22
Staphylococcus gallinarum	1	sal(D)	sal	sal(D)	LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN	LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN	11	0	11	11
Staphylococcus gallinarum	1	sal	NA	NA	NA	NA	0	11	11	11
Staphylococcus xylosus_B	0.9090909090909092	mph(C)	mph_gen	mph(C)	MACROLIDE	ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	10	0	10	11
Staphylococcus xylosus_B	0.9090909090909092	mph_gen	NA	NA	NA	NA	0	10	10	11
Staphylococcus nepalensis	0.8888888888888888	sal(E)	sal	sal(E)	LINCOSAMIDE/PLEUROMUTILIN	LINCOSAMIDE/PLEUROMUTILIN	8	0	8	9
Staphylococcus caeli	1.3333333333333333	erm-23S_rRNA	NA	NA	NA	NA	0	8	8	6
Staphylococcus nepalensis	0.8888888888888888	sal	NA	NA	NA	NA	0	8	8	9
Staphylococcus singaporensis	1	mepA	MATE_efflux	mepA	TETRACYCLINE	TIGECYCLINE	7	0	7	7
Staphylococcus singaporensis	1	tet(38)	tet_MFS_efflux	tet(38)	TETRACYCLINE	TETRACYCLINE	7	0	7	7
Staphylococcus singaporensis	1	MATE_efflux	NA	NA	NA	NA	0	7	7	7
Staphylococcus singaporensis	1	tet_MFS_efflux	NA	NA	NA	NA	0	7	7	7
Staphylococcus caeli	1	dfrK	dfr_DGK	dfrK	TRIMETHOPRIM	TRIMETHOPRIM	6	0	6	6
Staphylococcus caeli	1	mecC3	mec_gen	mecC3	BETA-LACTAM	METHICILLIN	6	0	6	6
Staphylococcus caeli	1	erm(C)	erm-23S_rRNA	erm(C)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	6	0	6	6
Staphylococcus caeli	1	mecI_of_mecC	mecI	mecI	BETA-LACTAM	METHICILLIN	6	0	6	6
Staphylococcus caeli	1	blaZ-mecC	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	6	0	6	6
Staphylococcus caeli	1	tet(L)	tet_L_K_45	tet(L)	TETRACYCLINE	TETRACYCLINE	6	0	6	6
Staphylococcus caeli	1	blaZ_gen	NA	NA	NA	NA	0	6	6	6
Staphylococcus caeli	1	dfr_DGK	NA	NA	NA	NA	0	6	6	6
Staphylococcus caeli	1	mecI	NA	NA	NA	NA	0	6	6	6
Staphylococcus caeli	1	mec_gen	NA	NA	NA	NA	0	6	6	6
Staphylococcus caeli	1	tet_L_K_45	NA	NA	NA	NA	0	6	6	6
Staphylococcus debuckii	1	tet_L_K_45	NA	NA	NA	NA	0	6	6	6
Staphylococcus debuckii	0.8333333333333334	tet(K)	tet_L_K_45	tet(K)	TETRACYCLINE	TETRACYCLINE	5	0	5	6
Staphylococcus debuckii	0.8333333333333334	erm-23S_rRNA	NA	NA	NA	NA	0	5	5	6
Staphylococcus petrasii	1	blaZ	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	3	0	3	3
Staphylococcus petrasii	1	blaI_of_Z	blaI_gen	blaI	BETA-LACTAM	BETA-LACTAM	3	0	3	3
Staphylococcus petrasii	1	blaI_gen	NA	NA	NA	NA	0	3	3	3
Staphylococcus petrasii	1	blaZ_gen	NA	NA	NA	NA	0	3	3	3
Staphylococcus simulans_B	1	vga(A)	vga	vga(A)	LINCOSAMIDE	LINCOSAMIDE	2	0	2	2
Staphylococcus edaphicus	1	mecI_of_mecC	mecI	mecI	BETA-LACTAM	METHICILLIN	2	0	2	2
Staphylococcus edaphicus	1	blaZ-mecC	blaZ_gen	blaZ	BETA-LACTAM	BETA-LACTAM	2	0	2	2
Staphylococcus aureus;Staphylococcus saprophyticus	2	blaR1_gen	NA	NA	NA	NA	0	2	2	1
Staphylococcus edaphicus	1	blaZ_gen	NA	NA	NA	NA	0	2	2	2
Staphylococcus edaphicus	1	mecI	NA	NA	NA	NA	0	2	2	2
Staphylococcus simulans_B	1	vga	NA	NA	NA	NA	0	2	2	2
Staphylococcus aureus;Staphylococcus saprophyticus	1	catA8	catA	catA	PHENICOL	CHLORAMPHENICOL	1	0	1	1
