parent_node_id	Class	Subclass	Species	complex	Element type	n	nspp	freq
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_D	NA	AMR	1	15	0.06666666666666667
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter bugandensis	NA	AMR	9	230	0.0391304347826087
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter chengduensis	NA	AMR	12	76	0.15789473684210525
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	10	457	0.02188183807439825
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_I	NA	AMR	4	39	0.10256410256410256
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_M	NA	AMR	24	407	0.05896805896805897
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	14	127	0.11023622047244094
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	NA	AMR	776	6055	0.12815854665565649
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	36	759	0.04743083003952569
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	5	223	0.02242152466367713
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter mori	NA	AMR	2	44	0.045454545454545456
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	19	509	0.03732809430255403
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
blaIMP	BETA-LACTAM	CARBAPENEM	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
blaKLUC	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae	Enterobacter cloacae complex	AMR	3	53	0.05660377358490566
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	35	228	0.15350877192982457
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_E	NA	AMR	1	4	0.25
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter bugandensis	NA	AMR	5	230	0.021739130434782608
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter chengduensis	NA	AMR	5	76	0.06578947368421052
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	32	457	0.0700218818380744
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_I	NA	AMR	14	39	0.358974358974359
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_M	NA	AMR	234	407	0.5749385749385749
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_P	NA	AMR	6	9	0.6666666666666666
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	14	127	0.11023622047244094
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	NA	AMR	949	6055	0.15672997522708507
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	315	759	0.4150197628458498
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	15	223	0.06726457399103139
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter mori	NA	AMR	3	44	0.06818181818181818
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	75	509	0.14734774066797643
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	NA	AMR	23	61	0.3770491803278688
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter soli	NA	AMR	10	23	0.43478260869565216
blaKPC	BETA-LACTAM	CARBAPENEM	Enterobacter sp013927005	NA	AMR	9	11	0.8181818181818182
blaLAP	BETA-LACTAM	BETA-LACTAM	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
blaLAP	BETA-LACTAM	BETA-LACTAM	Enterobacter chengduensis	NA	AMR	2	76	0.02631578947368421
blaLAP	BETA-LACTAM	BETA-LACTAM	Enterobacter chuandaensis	NA	AMR	1	6	0.16666666666666666
blaLAP	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	11	457	0.024070021881838075
blaLAP	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_I	NA	AMR	1	39	0.02564102564102564
blaLAP	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	NA	AMR	2	407	0.004914004914004914
blaLAP	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	2	127	0.015748031496062992
blaLAP	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	242	6055	0.039966969446738235
blaLAP	BETA-LACTAM	BETA-LACTAM	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
blaLAP	BETA-LACTAM	BETA-LACTAM	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
blaMIR	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaMIR	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	NA	AMR	338	509	0.6640471512770137
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter chengduensis	NA	AMR	3	76	0.039473684210526314
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter chuandaensis	NA	AMR	1	6	0.16666666666666666
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	67	457	0.14660831509846828
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_I	NA	AMR	6	39	0.15384615384615385
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_M	NA	AMR	5	407	0.012285012285012284
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	24	127	0.1889763779527559
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	NA	AMR	920	6055	0.15194054500412882
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	30	759	0.039525691699604744
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	1	223	0.004484304932735426
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter mori	NA	AMR	2	44	0.045454545454545456
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	21	509	0.0412573673870334
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	NA	AMR	7	61	0.11475409836065574
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter soli	NA	AMR	3	23	0.13043478260869565
blaNDM	BETA-LACTAM	CARBAPENEM/TANIBORBACTAM	Enterobacter hormaechei_A	NA	AMR	3	6055	4.95458298926507e-4
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter bugandensis	NA	AMR	2	230	0.008695652173913044
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	5	457	0.010940919037199124
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	10	127	0.07874015748031496
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	129	6055	0.0213047068538398
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter kobei	Enterobacter cloacae complex	AMR	4	759	0.005270092226613966
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter mori	NA	AMR	1	44	0.022727272727272728
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter roggenkampii	NA	AMR	6	509	0.011787819253438114
blaOXA-10_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	2	6055	3.3030553261767135e-4
blaOXA-10_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae	Enterobacter cloacae complex	AMR	3	53	0.05660377358490566
blaOXA-10_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaOXA-10_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
blaOXA-10_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_I	NA	AMR	2	39	0.05128205128205128
blaOXA-10_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	NA	AMR	6	407	0.014742014742014743
blaOXA-10_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	75	6055	0.012386457473162676
blaOXA-10_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
blaOXA-10_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter mori	NA	AMR	2	44	0.045454545454545456
blaOXA-10_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	NA	AMR	8	509	0.015717092337917484
blaOXA-10_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
blaOXA-10_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
blaOXA-1_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	NA	AMR	21	228	0.09210526315789473
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_E	NA	AMR	3	4	0.75
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter bugandensis	NA	AMR	26	230	0.11304347826086956
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter chengduensis	NA	AMR	39	76	0.5131578947368421
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter chuandaensis	NA	AMR	1	6	0.16666666666666666
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	104	457	0.2275711159737418
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_I	NA	AMR	15	39	0.38461538461538464
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	NA	AMR	111	407	0.2727272727272727
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_Q	NA	AMR	1	1	1
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	34	127	0.2677165354330709
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	1717	6055	0.28356729975227085
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	160	759	0.21080368906455862
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	3	223	0.013452914798206279
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter mori	NA	AMR	2	44	0.045454545454545456
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter quasihormaechei	NA	AMR	5	23	0.21739130434782608
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	NA	AMR	26	509	0.05108055009823183
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sichuanensis	NA	AMR	8	61	0.13114754098360656
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sp013927005	NA	AMR	2	11	0.18181818181818182
blaOXA-1_fam	BETA-LACTAM	CEPHALOSPORIN	Enterobacter_A timonensis	NA	AMR	2	3	0.6666666666666666
blaOXA-2_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_B	NA	AMR	4	228	0.017543859649122806
blaOXA-2_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_D	NA	AMR	1	15	0.06666666666666667
blaOXA-2_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter chengduensis	NA	AMR	2	76	0.02631578947368421
blaOXA-2_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	NA	AMR	3	407	0.007371007371007371
blaOXA-2_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_P	NA	AMR	6	9	0.6666666666666666
blaOXA-2_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	4	127	0.031496062992125984
blaOXA-2_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	36	6055	0.005945499587118084
blaOXA-2_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter kobei	Enterobacter cloacae complex	AMR	5	759	0.006587615283267457
blaOXA-2_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter roggenkampii	NA	AMR	9	509	0.01768172888015717
blaOXA-2_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter sp013927005	NA	AMR	2	11	0.18181818181818182
blaOXA-48_fam	BETA-LACTAM	CARBAPENEM	Enterobacter chengduensis	NA	AMR	1	76	0.013157894736842105
blaOXA-48_fam	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	8	457	0.0175054704595186
blaOXA-48_fam	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_I	NA	AMR	2	39	0.05128205128205128
blaOXA-48_fam	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_M	NA	AMR	5	407	0.012285012285012284
blaOXA-48_fam	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	17	127	0.13385826771653545
blaOXA-48_fam	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	NA	AMR	393	6055	0.06490503715937242
blaOXA-48_fam	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	3	759	0.003952569169960474
blaOXA-48_fam	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	6	223	0.026905829596412557
blaOXA-48_fam	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	13	509	0.025540275049115914
blaOXA-48_fam	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	NA	AMR	5	61	0.08196721311475409
blaOXA-5_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	28	6055	0.004624277456647399
blaOXA-9_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_B	NA	AMR	4	228	0.017543859649122806
blaOXA-9_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter chengduensis	NA	AMR	2	76	0.02631578947368421
blaOXA-9_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	5	457	0.010940919037199124
blaOXA-9_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_I	NA	AMR	1	39	0.02564102564102564
blaOXA-9_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	NA	AMR	9	407	0.022113022113022112
blaOXA-9_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_P	NA	AMR	2	9	0.2222222222222222
blaOXA-9_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	2	127	0.015748031496062992
blaOXA-9_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	296	6055	0.04888521882741536
blaOXA-9_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	1	223	0.004484304932735426
blaOXA-9_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter roggenkampii	NA	AMR	9	509	0.01768172888015717
blaOXA-9_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
blaOXA-9_fam	BETA-LACTAM	BETA-LACTAM	Enterobacter sp013927005	NA	AMR	1	11	0.09090909090909091
blaOXA-PR	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaOXA-PR	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	NA	AMR	48	407	0.11793611793611794
blaOXA-PR	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	1	127	0.007874015748031496
blaOXA-PR	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	138	6055	0.02279108175061932
blaOXA-PR	BETA-LACTAM	BETA-LACTAM	Enterobacter kobei	Enterobacter cloacae complex	AMR	180	759	0.23715415019762845
blaOXA-PR	BETA-LACTAM	BETA-LACTAM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	10	223	0.04484304932735426
blaOXA-PR	BETA-LACTAM	BETA-LACTAM	Enterobacter sp013927005	NA	AMR	2	11	0.18181818181818182
blaPER	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	2	6055	3.3030553261767135e-4
blaPSE	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_B	NA	AMR	1	228	0.0043859649122807015
blaPSE	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	2	457	0.00437636761487965
blaPSE	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	NA	AMR	6	407	0.014742014742014743
blaPSE	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	2	127	0.015748031496062992
blaPSE	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	36	6055	0.005945499587118084
blaPSE	BETA-LACTAM	BETA-LACTAM	Enterobacter kobei	Enterobacter cloacae complex	AMR	3	759	0.003952569169960474
blaPSE	BETA-LACTAM	BETA-LACTAM	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
blaSCO	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	13	6055	0.0021469859620148637
blaSHV	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
blaSHV	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	NA	AMR	17	228	0.07456140350877193
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter bugandensis	NA	AMR	11	230	0.04782608695652174
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter chengduensis	NA	AMR	8	76	0.10526315789473684
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	26	457	0.05689277899343545
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_I	NA	AMR	8	39	0.20512820512820512
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	NA	AMR	67	407	0.16461916461916462
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_P	NA	AMR	6	9	0.6666666666666666
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	31	127	0.2440944881889764
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	992	6055	0.16383154417836499
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	60	759	0.07905138339920949
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	4	223	0.017937219730941704
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter mori	NA	AMR	1	44	0.022727272727272728
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	NA	AMR	14	509	0.0275049115913556
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sichuanensis	NA	AMR	7	61	0.11475409836065574
blaSHV	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sp013927005	NA	AMR	2	11	0.18181818181818182
blaSHV-LEN	BETA-LACTAM	BETA-LACTAM	Enterobacter chengduensis	NA	AMR	1	76	0.013157894736842105
blaSHV-LEN	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
blaSHV-LEN	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	NA	AMR	4	407	0.009828009828009828
blaSHV-LEN	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	11	6055	0.0018166804293971925
blaSHV-LEN	BETA-LACTAM	BETA-LACTAM	Enterobacter kobei	Enterobacter cloacae complex	AMR	3	759	0.003952569169960474
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae	Enterobacter cloacae complex	AMR	6	53	0.11320754716981132
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_B	NA	AMR	47	228	0.20614035087719298
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_E	NA	AMR	3	4	0.75
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter bugandensis	NA	AMR	27	230	0.11739130434782609
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter chengduensis	NA	AMR	50	76	0.6578947368421053
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter chuandaensis	NA	AMR	2	6	0.3333333333333333
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	127	457	0.2778993435448578
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_I	NA	AMR	16	39	0.41025641025641024
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_L	NA	AMR	1	18	0.05555555555555555
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	NA	AMR	140	407	0.343980343980344
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_P	NA	AMR	6	9	0.6666666666666666
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_Q	NA	AMR	1	1	1
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	60	127	0.47244094488188976
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	NA	AMR	2762	6055	0.45615194054500413
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter kobei	Enterobacter cloacae complex	AMR	242	759	0.3188405797101449
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	17	223	0.07623318385650224
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter mori	NA	AMR	3	44	0.06818181818181818
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter quasihormaechei	NA	AMR	6	23	0.2608695652173913
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter roggenkampii	NA	AMR	47	509	0.09233791748526522
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter sichuanensis	NA	AMR	10	61	0.16393442622950818
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter sp013927005	NA	AMR	4	11	0.36363636363636365
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter vonholyi	NA	AMR	1	18	0.05555555555555555
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter_A timonensis	NA	AMR	2	3	0.6666666666666666
blaTEM	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	4	6055	6.606110652353427e-4
blaTEM	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	2	759	0.002635046113306983
blaTEM	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
blaTLA	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	2	6055	3.3030553261767135e-4
blaVEB	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
blaVEB	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
blaVEB	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	NA	AMR	10	6055	0.0016515276630883566
blaVEB	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	2	759	0.002635046113306983
blaVEB	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
blaVEB	BETA-LACTAM	CEPHALOSPORIN	Enterobacter soli	NA	AMR	1	23	0.043478260869565216
blaVIM	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	Enterobacter cloacae complex	AMR	2	457	0.00437636761487965
blaVIM	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_I	NA	AMR	2	39	0.05128205128205128
blaVIM	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	6	127	0.047244094488188976
blaVIM	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	NA	AMR	156	6055	0.025763831544178366
blaVIM	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	Enterobacter cloacae complex	AMR	3	759	0.003952569169960474
blaVIM	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	2	223	0.008968609865470852
blaVIM	BETA-LACTAM	CARBAPENEM	Enterobacter quasihormaechei	NA	AMR	6	23	0.2608695652173913
blaVIM	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	NA	AMR	9	509	0.01768172888015717
blaVIM	BETA-LACTAM	CARBAPENEM	Enterobacter_A timonensis	NA	AMR	1	3	0.3333333333333333
ble_BLMT_gen	BLEOMYCIN	BLEOMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
cat	PHENICOL	CHLORAMPHENICOL	Enterobacter cloacae	Enterobacter cloacae complex	AMR	7	457	0.015317286652078774
cat	PHENICOL	CHLORAMPHENICOL	Enterobacter hormaechei_A	NA	AMR	4	6055	6.606110652353427e-4
cat	PHENICOL	CHLORAMPHENICOL	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
cat	PHENICOL	CHLORAMPHENICOL	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
catA	PHENICOL	CHLORAMPHENICOL	Enterobacter asburiae_B	NA	AMR	30	228	0.13157894736842105
