Hierarchy node	Class	Subclass	Species	complex	Element type	n	nspp	freq
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	5	127	0.03937007874015748
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter hormaechei_A	NA	AMR	132	6055	0.02180016515276631
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter kobei	Enterobacter cloacae complex	AMR	5	759	0.006587615283267457
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter roggenkampii	NA	AMR	4	509	0.007858546168958742
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter sichuanensis	NA	AMR	2	61	0.03278688524590164
floR2	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter hormaechei_A	NA	AMR	75	6055	0.012386457473162676
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	NA	AMR	50	6055	0.008257638315441783
fosA2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	129	223	0.57847533632287
fosA3	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	NA	AMR	9	6055	0.001486374896779521
fosA3	FOSFOMYCIN	FOSFOMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	5	759	0.006587615283267457
fosA3	FOSFOMYCIN	FOSFOMYCIN	Enterobacter roggenkampii	NA	AMR	1	509	0.0019646365422396855
fosA5	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	1	127	0.007874015748031496
fosA5	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
fosA5_fam	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
fosA7.5	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	NA	AMR	3	6055	4.95458298926507e-4
fosA7_fam	FOSFOMYCIN	FOSFOMYCIN	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
fosA7_fam	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cancerogenus	NA	AMR	1	17	0.058823529411764705
fosA7_fam	FOSFOMYCIN	FOSFOMYCIN	Enterobacter chengduensis	NA	AMR	1	76	0.013157894736842105
fosA7_fam	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	7	457	0.015317286652078774
fosA7_fam	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	16	127	0.12598425196850394
fosA7_fam	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	NA	AMR	11	6055	0.0018166804293971925
fosA7_fam	FOSFOMYCIN	FOSFOMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	4	223	0.017937219730941704
fosA7_fam	FOSFOMYCIN	FOSFOMYCIN	Enterobacter oligotrophicus	NA	AMR	1	3	0.3333333333333333
fosA7_fam	FOSFOMYCIN	FOSFOMYCIN	Enterobacter roggenkampii	NA	AMR	4	509	0.007858546168958742
fosA8	FOSFOMYCIN	FOSFOMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
fosB	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
fos_A3_A4	FOSFOMYCIN	FOSFOMYCIN	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter asburiae	Enterobacter cloacae complex	AMR	31	53	0.5849056603773585
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter asburiae_B	NA	AMR	212	228	0.9298245614035088
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter asburiae_D	NA	AMR	11	15	0.7333333333333333
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter bugandensis	NA	AMR	228	230	0.991304347826087
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cancerogenus	NA	AMR	16	17	0.9411764705882353
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter chengduensis	NA	AMR	76	76	1
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter chuandaensis	NA	AMR	5	6	0.8333333333333334
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	421	457	0.9212253829321663
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_I	NA	AMR	23	39	0.5897435897435898
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_L	NA	AMR	18	18	1
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_M	NA	AMR	358	407	0.8796068796068796
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_N	NA	AMR	6	6	1
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_O	NA	AMR	4	4	1
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_P	NA	AMR	1	9	0.1111111111111111
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_Q	NA	AMR	1	1	1
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter dykesii	NA	AMR	7	7	1
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	7	127	0.05511811023622047
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	NA	AMR	5095	6055	0.8414533443435177
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter huaxiensis	NA	AMR	2	2	1
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	724	759	0.9538866930171278
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	94	223	0.42152466367713004
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter mori	NA	AMR	44	44	1
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter nimipressuralis_A	NA	AMR	1	1	1
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter quasihormaechei	NA	AMR	21	23	0.9130434782608695
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter roggenkampii	NA	AMR	413	509	0.8113948919449901
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter sichuanensis	NA	AMR	61	61	1
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter soli	NA	AMR	5	23	0.21739130434782608
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter sp000493015	NA	AMR	3	4	0.75
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter sp000568095	NA	AMR	8	8	1
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter sp013927005	NA	AMR	4	11	0.36363636363636365
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter vonholyi	NA	AMR	15	18	0.8333333333333334
fos_A_A2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter wuhouensis	NA	AMR	1	1	1
gyrA	QUINOLONE	QUINOLONE	Enterobacter asburiae_B	NA	AMR	67	228	0.29385964912280704
gyrA	QUINOLONE	QUINOLONE	Enterobacter cloacae	Enterobacter cloacae complex	AMR	71	457	0.15536105032822758
gyrA	QUINOLONE	QUINOLONE	Enterobacter cloacae_I	NA	AMR	8	39	0.20512820512820512
gyrA	QUINOLONE	QUINOLONE	Enterobacter cloacae_M	NA	AMR	174	407	0.4275184275184275
gyrA	QUINOLONE	QUINOLONE	Enterobacter cloacae_P	NA	AMR	5	9	0.5555555555555556
gyrA	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	NA	AMR	2048	6055	0.33823286540049546
gyrA	QUINOLONE	QUINOLONE	Enterobacter kobei	Enterobacter cloacae complex	AMR	85	759	0.11198945981554677
gyrA	QUINOLONE	QUINOLONE	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	8	223	0.03587443946188341
gyrA	QUINOLONE	QUINOLONE	Enterobacter roggenkampii	NA	AMR	107	509	0.21021611001964635
hlyA-alpha	NA	NA	Enterobacter hormaechei_A	NA	VIRULENCE	2	6055	3.3030553261767135e-4
iroB	NA	NA	Enterobacter bugandensis	NA	VIRULENCE	45	230	0.1956521739130435
iroB	NA	NA	Enterobacter cancerogenus	NA	VIRULENCE	17	17	1
iroB	NA	NA	Enterobacter hormaechei_A	NA	VIRULENCE	2658	6055	0.43897605284888525
iroB	NA	NA	Enterobacter ludwigii	Enterobacter cloacae complex	VIRULENCE	8	223	0.03587443946188341
iroB	NA	NA	Enterobacter oligotrophicus	NA	VIRULENCE	3	3	1
iroC	NA	NA	Enterobacter bugandensis	NA	VIRULENCE	45	230	0.1956521739130435
iroC	NA	NA	Enterobacter cancerogenus	NA	VIRULENCE	17	17	1
iroC	NA	NA	Enterobacter hormaechei_A	NA	VIRULENCE	2653	6055	0.43815028901734104
iroC	NA	NA	Enterobacter ludwigii	Enterobacter cloacae complex	VIRULENCE	8	223	0.03587443946188341
iroC	NA	NA	Enterobacter oligotrophicus	NA	VIRULENCE	3	3	1
iroD	NA	NA	Enterobacter hormaechei_A	NA	VIRULENCE	1	6055	1.6515276630883568e-4
iroD	NA	NA	Enterobacter ludwigii	Enterobacter cloacae complex	VIRULENCE	2	223	0.008968609865470852
iroE	NA	NA	Enterobacter hormaechei_A	NA	VIRULENCE	1	6055	1.6515276630883568e-4
iroE	NA	NA	Enterobacter ludwigii	Enterobacter cloacae complex	VIRULENCE	2	223	0.008968609865470852
iroN	NA	NA	Enterobacter bugandensis	NA	VIRULENCE	45	230	0.1956521739130435
iroN	NA	NA	Enterobacter cancerogenus	NA	VIRULENCE	17	17	1
iroN	NA	NA	Enterobacter hormaechei_A	NA	VIRULENCE	2656	6055	0.43864574731626754
iroN	NA	NA	Enterobacter ludwigii	Enterobacter cloacae complex	VIRULENCE	8	223	0.03587443946188341
iroN	NA	NA	Enterobacter oligotrophicus	NA	VIRULENCE	3	3	1
iss	NA	NA	Enterobacter cloacae	Enterobacter cloacae complex	VIRULENCE	1	457	0.002188183807439825
iss	NA	NA	Enterobacter hormaechei_A	NA	VIRULENCE	2	6055	3.3030553261767135e-4
iucA	NA	NA	Enterobacter cloacae	Enterobacter cloacae complex	VIRULENCE	1	457	0.002188183807439825
iucA	NA	NA	Enterobacter hormaechei_A	NA	VIRULENCE	3	6055	4.95458298926507e-4
iucA	NA	NA	Enterobacter sp003057745	NA	VIRULENCE	2	2	1
iucB	NA	NA	Enterobacter cloacae	Enterobacter cloacae complex	VIRULENCE	1	457	0.002188183807439825
iucB	NA	NA	Enterobacter hormaechei_A	NA	VIRULENCE	3	6055	4.95458298926507e-4
iucC	NA	NA	Enterobacter cloacae	Enterobacter cloacae complex	VIRULENCE	1	457	0.002188183807439825
iucC	NA	NA	Enterobacter hormaechei_A	NA	VIRULENCE	3	6055	4.95458298926507e-4
iucD	NA	NA	Enterobacter cloacae	Enterobacter cloacae complex	VIRULENCE	1	457	0.002188183807439825
iutA	NA	NA	Enterobacter cloacae	Enterobacter cloacae complex	VIRULENCE	1	457	0.002188183807439825
iutA	NA	NA	Enterobacter hormaechei_A	NA	VIRULENCE	3	6055	4.95458298926507e-4
iutA	NA	NA	Enterobacter sp003057745	NA	VIRULENCE	2	2	1
kdeA	EFFLUX	EFFLUX	Enterobacter hormaechei_A	NA	AMR	1	6055	1.6515276630883568e-4
lnu(F)	LINCOSAMIDE	LINCOSAMIDE	Enterobacter hormaechei_A	NA	AMR	7	6055	0.0011560693641618498
lnu(F)	LINCOSAMIDE	LINCOSAMIDE	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	1	223	0.004484304932735426
mchF	NA	NA	Enterobacter hormaechei_A	NA	VIRULENCE	1	6055	1.6515276630883568e-4
mcr-10	COLISTIN	COLISTIN	Enterobacter asburiae	Enterobacter cloacae complex	AMR	4	53	0.07547169811320754
mcr-10	COLISTIN	COLISTIN	Enterobacter asburiae_B	NA	AMR	2	228	0.008771929824561403
mcr-10	COLISTIN	COLISTIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
mcr-10	COLISTIN	COLISTIN	Enterobacter cloacae_M	NA	AMR	2	407	0.004914004914004914
mcr-10	COLISTIN	COLISTIN	Enterobacter hormaechei_A	NA	AMR	4	6055	6.606110652353427e-4
mcr-10	COLISTIN	COLISTIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	2	759	0.002635046113306983
mcr-10	COLISTIN	COLISTIN	Enterobacter roggenkampii	NA	AMR	7	509	0.0137524557956778
mcr-10	COLISTIN	COLISTIN	Enterobacter sp013927005	NA	AMR	1	11	0.09090909090909091
mcr-10	COLISTIN	COLISTIN	Enterobacter vonholyi	NA	AMR	1	18	0.05555555555555555
mcr-10.1	COLISTIN	COLISTIN	Enterobacter asburiae	Enterobacter cloacae complex	AMR	9	53	0.16981132075471697
mcr-10.1	COLISTIN	COLISTIN	Enterobacter asburiae_B	NA	AMR	9	228	0.039473684210526314
mcr-10.1	COLISTIN	COLISTIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	10	457	0.02188183807439825
mcr-10.1	COLISTIN	COLISTIN	Enterobacter cloacae_I	NA	AMR	11	39	0.28205128205128205
mcr-10.1	COLISTIN	COLISTIN	Enterobacter cloacae_M	NA	AMR	17	407	0.04176904176904177
mcr-10.1	COLISTIN	COLISTIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	1	127	0.007874015748031496
mcr-10.1	COLISTIN	COLISTIN	Enterobacter hormaechei_A	NA	AMR	10	6055	0.0016515276630883566
mcr-10.1	COLISTIN	COLISTIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	97	759	0.12779973649538867
mcr-10.1	COLISTIN	COLISTIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	8	223	0.03587443946188341
mcr-10.1	COLISTIN	COLISTIN	Enterobacter roggenkampii	NA	AMR	59	509	0.11591355599214145
mcr-10.1	COLISTIN	COLISTIN	Enterobacter sichuanensis	NA	AMR	11	61	0.18032786885245902
mcr-10.3	COLISTIN	COLISTIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	1	759	0.0013175230566534915
mcr-4.3	COLISTIN	COLISTIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	5	457	0.010940919037199124
mcr-4.3	COLISTIN	COLISTIN	Enterobacter hormaechei_A	NA	AMR	2	6055	3.3030553261767135e-4
mcr-4.3	COLISTIN	COLISTIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	22	759	0.028985507246376812
mcr-9	COLISTIN	COLISTIN	Enterobacter asburiae_B	NA	AMR	2	228	0.008771929824561403
mcr-9	COLISTIN	COLISTIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	2	457	0.00437636761487965
mcr-9	COLISTIN	COLISTIN	Enterobacter cloacae_M	NA	AMR	1	407	0.002457002457002457
mcr-9	COLISTIN	COLISTIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	3	127	0.023622047244094488
mcr-9	COLISTIN	COLISTIN	Enterobacter hormaechei_A	NA	AMR	44	6055	0.00726672171758877
mcr-9	COLISTIN	COLISTIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	32	759	0.04216073781291173
mcr-9	COLISTIN	COLISTIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	1	223	0.004484304932735426
mcr-9	COLISTIN	COLISTIN	Enterobacter roggenkampii	NA	AMR	3	509	0.005893909626719057
mcr-9.1	COLISTIN	COLISTIN	Enterobacter asburiae	Enterobacter cloacae complex	AMR	3	53	0.05660377358490566
mcr-9.1	COLISTIN	COLISTIN	Enterobacter asburiae_B	NA	AMR	91	228	0.3991228070175439
mcr-9.1	COLISTIN	COLISTIN	Enterobacter bugandensis	NA	AMR	4	230	0.017391304347826087
mcr-9.1	COLISTIN	COLISTIN	Enterobacter chengduensis	NA	AMR	5	76	0.06578947368421052
mcr-9.1	COLISTIN	COLISTIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	35	457	0.07658643326039387
mcr-9.1	COLISTIN	COLISTIN	Enterobacter cloacae_L	NA	AMR	1	18	0.05555555555555555
mcr-9.1	COLISTIN	COLISTIN	Enterobacter cloacae_M	NA	AMR	69	407	0.16953316953316952
mcr-9.1	COLISTIN	COLISTIN	Enterobacter cloacae_P	NA	AMR	1	9	0.1111111111111111
mcr-9.1	COLISTIN	COLISTIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	23	127	0.18110236220472442
mcr-9.1	COLISTIN	COLISTIN	Enterobacter hormaechei_A	NA	AMR	1035	6055	0.17093311312964493
mcr-9.1	COLISTIN	COLISTIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	241	759	0.31752305665349145
mcr-9.1	COLISTIN	COLISTIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	8	223	0.03587443946188341
mcr-9.1	COLISTIN	COLISTIN	Enterobacter mori	NA	AMR	2	44	0.045454545454545456
mcr-9.1	COLISTIN	COLISTIN	Enterobacter roggenkampii	NA	AMR	29	509	0.05697445972495088
mcr-9.1	COLISTIN	COLISTIN	Enterobacter sichuanensis	NA	AMR	1	61	0.01639344262295082
mcr-9.1	COLISTIN	COLISTIN	Enterobacter_A timonensis	NA	AMR	1	3	0.3333333333333333
mcr-9.2	COLISTIN	COLISTIN	Enterobacter asburiae_B	NA	AMR	6	228	0.02631578947368421
mcr-9.2	COLISTIN	COLISTIN	Enterobacter asburiae_E	NA	AMR	1	4	0.25
mcr-9.2	COLISTIN	COLISTIN	Enterobacter bugandensis	NA	AMR	1	230	0.004347826086956522
mcr-9.2	COLISTIN	COLISTIN	Enterobacter chengduensis	NA	AMR	2	76	0.02631578947368421
mcr-9.2	COLISTIN	COLISTIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	4	457	0.0087527352297593
mcr-9.2	COLISTIN	COLISTIN	Enterobacter cloacae_I	NA	AMR	1	39	0.02564102564102564
mcr-9.2	COLISTIN	COLISTIN	Enterobacter cloacae_M	NA	AMR	14	407	0.0343980343980344
mcr-9.2	COLISTIN	COLISTIN	Enterobacter cloacae_P	NA	AMR	1	9	0.1111111111111111
mcr-9.2	COLISTIN	COLISTIN	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	5	127	0.03937007874015748
mcr-9.2	COLISTIN	COLISTIN	Enterobacter hormaechei_A	NA	AMR	437	6055	0.07217175887696119
mcr-9.2	COLISTIN	COLISTIN	Enterobacter kobei	Enterobacter cloacae complex	AMR	70	759	0.0922266139657444
mcr-9.2	COLISTIN	COLISTIN	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	16	223	0.07174887892376682
mcr-9.2	COLISTIN	COLISTIN	Enterobacter quasihormaechei	NA	AMR	3	23	0.13043478260869565
mcr-9.2	COLISTIN	COLISTIN	Enterobacter roggenkampii	NA	AMR	28	509	0.0550098231827112
mef(B)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	Enterobacter cloacae	Enterobacter cloacae complex	AMR	1	457	0.002188183807439825
merA	MERCURY	MERCURY	Enterobacter asburiae	Enterobacter cloacae complex	STRESS	3	53	0.05660377358490566
merA	MERCURY	MERCURY	Enterobacter asburiae_B	NA	STRESS	58	228	0.2543859649122807
merA	MERCURY	MERCURY	Enterobacter asburiae_D	NA	STRESS	4	15	0.26666666666666666
merA	MERCURY	MERCURY	Enterobacter asburiae_E	NA	STRESS	1	4	0.25
merA	MERCURY	MERCURY	Enterobacter bugandensis	NA	STRESS	12	230	0.05217391304347826
merA	MERCURY	MERCURY	Enterobacter chengduensis	NA	STRESS	36	76	0.47368421052631576
merA	MERCURY	MERCURY	Enterobacter chuandaensis	NA	STRESS	1	6	0.16666666666666666
merA	MERCURY	MERCURY	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	68	457	0.1487964989059081
merA	MERCURY	MERCURY	Enterobacter cloacae_I	NA	STRESS	16	39	0.41025641025641024
merA	MERCURY	MERCURY	Enterobacter cloacae_L	NA	STRESS	1	18	0.05555555555555555
merA	MERCURY	MERCURY	Enterobacter cloacae_M	NA	STRESS	137	407	0.3366093366093366
merA	MERCURY	MERCURY	Enterobacter cloacae_P	NA	STRESS	6	9	0.6666666666666666
merA	MERCURY	MERCURY	Enterobacter dykesii	NA	STRESS	1	7	0.14285714285714285
merA	MERCURY	MERCURY	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	49	127	0.3858267716535433
merA	MERCURY	MERCURY	Enterobacter hormaechei_A	NA	STRESS	2038	6055	0.3365813377374071
merA	MERCURY	MERCURY	Enterobacter kobei	Enterobacter cloacae complex	STRESS	283	759	0.37285902503293805
merA	MERCURY	MERCURY	Enterobacter ludwigii	Enterobacter cloacae complex	STRESS	21	223	0.09417040358744394
merA	MERCURY	MERCURY	Enterobacter mori	NA	STRESS	5	44	0.11363636363636363
merA	MERCURY	MERCURY	Enterobacter quasihormaechei	NA	STRESS	11	23	0.4782608695652174
merA	MERCURY	MERCURY	Enterobacter roggenkampii	NA	STRESS	129	509	0.25343811394891946
merA	MERCURY	MERCURY	Enterobacter sichuanensis	NA	STRESS	18	61	0.29508196721311475
merA	MERCURY	MERCURY	Enterobacter soli	NA	STRESS	11	23	0.4782608695652174
merA	MERCURY	MERCURY	Enterobacter sp013927005	NA	STRESS	7	11	0.6363636363636364
merA	MERCURY	MERCURY	Enterobacter vonholyi	NA	STRESS	1	18	0.05555555555555555
merB	MERCURY	ORGANOMERCURY	Enterobacter asburiae_B	NA	STRESS	24	228	0.10526315789473684
merB	MERCURY	ORGANOMERCURY	Enterobacter asburiae_D	NA	STRESS	1	15	0.06666666666666667
merB	MERCURY	ORGANOMERCURY	Enterobacter asburiae_E	NA	STRESS	3	4	0.75
merB	MERCURY	ORGANOMERCURY	Enterobacter bugandensis	NA	STRESS	16	230	0.06956521739130435
merB	MERCURY	ORGANOMERCURY	Enterobacter chengduensis	NA	STRESS	24	76	0.3157894736842105
merB	MERCURY	ORGANOMERCURY	Enterobacter chuandaensis	NA	STRESS	1	6	0.16666666666666666
merB	MERCURY	ORGANOMERCURY	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	38	457	0.08315098468271334
merB	MERCURY	ORGANOMERCURY	Enterobacter cloacae_I	NA	STRESS	12	39	0.3076923076923077
merB	MERCURY	ORGANOMERCURY	Enterobacter cloacae_M	NA	STRESS	29	407	0.07125307125307126
merB	MERCURY	ORGANOMERCURY	Enterobacter cloacae_Q	NA	STRESS	1	1	1
merB	MERCURY	ORGANOMERCURY	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	11	127	0.08661417322834646
merB	MERCURY	ORGANOMERCURY	Enterobacter hormaechei_A	NA	STRESS	947	6055	0.1563996696944674
merB	MERCURY	ORGANOMERCURY	Enterobacter kobei	Enterobacter cloacae complex	STRESS	45	759	0.05928853754940711
merB	MERCURY	ORGANOMERCURY	Enterobacter ludwigii	Enterobacter cloacae complex	STRESS	1	223	0.004484304932735426
merB	MERCURY	ORGANOMERCURY	Enterobacter mori	NA	STRESS	1	44	0.022727272727272728
merB	MERCURY	ORGANOMERCURY	Enterobacter roggenkampii	NA	STRESS	29	509	0.05697445972495088
merB	MERCURY	ORGANOMERCURY	Enterobacter sichuanensis	NA	STRESS	2	61	0.03278688524590164
merB	MERCURY	ORGANOMERCURY	Enterobacter_A timonensis	NA	STRESS	2	3	0.6666666666666666
merC	MERCURY	ORGANOMERCURY	Enterobacter asburiae_B	NA	STRESS	7	228	0.03070175438596491
merC	MERCURY	ORGANOMERCURY	Enterobacter bugandensis	NA	STRESS	1	230	0.004347826086956522
merC	MERCURY	ORGANOMERCURY	Enterobacter chengduensis	NA	STRESS	8	76	0.10526315789473684
merC	MERCURY	ORGANOMERCURY	Enterobacter chuandaensis	NA	STRESS	1	6	0.16666666666666666
merC	MERCURY	ORGANOMERCURY	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	28	457	0.061269146608315096
merC	MERCURY	ORGANOMERCURY	Enterobacter cloacae_I	NA	STRESS	2	39	0.05128205128205128
merC	MERCURY	ORGANOMERCURY	Enterobacter cloacae_L	NA	STRESS	1	18	0.05555555555555555
merC	MERCURY	ORGANOMERCURY	Enterobacter cloacae_M	NA	STRESS	53	407	0.13022113022113022
merC	MERCURY	ORGANOMERCURY	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	10	127	0.07874015748031496
merC	MERCURY	ORGANOMERCURY	Enterobacter hormaechei_A	NA	STRESS	426	6055	0.070355078447564
merC	MERCURY	ORGANOMERCURY	Enterobacter kobei	Enterobacter cloacae complex	STRESS	189	759	0.2490118577075099
merC	MERCURY	ORGANOMERCURY	Enterobacter ludwigii	Enterobacter cloacae complex	STRESS	12	223	0.053811659192825115
merC	MERCURY	ORGANOMERCURY	Enterobacter mori	NA	STRESS	2	44	0.045454545454545456
merC	MERCURY	ORGANOMERCURY	Enterobacter roggenkampii	NA	STRESS	5	509	0.009823182711198428
merC	MERCURY	ORGANOMERCURY	Enterobacter sichuanensis	NA	STRESS	1	61	0.01639344262295082
merC	MERCURY	ORGANOMERCURY	Enterobacter soli	NA	STRESS	1	23	0.043478260869565216
merC	MERCURY	ORGANOMERCURY	Enterobacter sp013927005	NA	STRESS	1	11	0.09090909090909091
merC	MERCURY	ORGANOMERCURY	Enterobacter vonholyi	NA	STRESS	2	18	0.1111111111111111
merD	MERCURY	MERCURY	Enterobacter asburiae	Enterobacter cloacae complex	STRESS	5	53	0.09433962264150944
merD	MERCURY	MERCURY	Enterobacter asburiae_B	NA	STRESS	116	228	0.5087719298245614
merD	MERCURY	MERCURY	Enterobacter asburiae_D	NA	STRESS	4	15	0.26666666666666666
merD	MERCURY	MERCURY	Enterobacter asburiae_E	NA	STRESS	4	4	1
merD	MERCURY	MERCURY	Enterobacter bugandensis	NA	STRESS	25	230	0.10869565217391304
merD	MERCURY	MERCURY	Enterobacter chengduensis	NA	STRESS	53	76	0.6973684210526315
merD	MERCURY	MERCURY	Enterobacter chuandaensis	NA	STRESS	2	6	0.3333333333333333
merD	MERCURY	MERCURY	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	115	457	0.25164113785557984
merD	MERCURY	MERCURY	Enterobacter cloacae_I	NA	STRESS	32	39	0.8205128205128205
merD	MERCURY	MERCURY	Enterobacter cloacae_L	NA	STRESS	1	18	0.05555555555555555
merD	MERCURY	MERCURY	Enterobacter cloacae_M	NA	STRESS	145	407	0.35626535626535627
merD	MERCURY	MERCURY	Enterobacter cloacae_P	NA	STRESS	8	9	0.8888888888888888
merD	MERCURY	MERCURY	Enterobacter cloacae_Q	NA	STRESS	1	1	1
merD	MERCURY	MERCURY	Enterobacter dykesii	NA	STRESS	1	7	0.14285714285714285
merD	MERCURY	MERCURY	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	67	127	0.5275590551181102
merD	MERCURY	MERCURY	Enterobacter hormaechei_A	NA	STRESS	3045	6055	0.5028901734104047
merD	MERCURY	MERCURY	Enterobacter kobei	Enterobacter cloacae complex	STRESS	342	759	0.4505928853754941
merD	MERCURY	MERCURY	Enterobacter ludwigii	Enterobacter cloacae complex	STRESS	25	223	0.11210762331838565
