Gene symbol	Class	Subclass	Element type	Hierarchy node	n	freq
blaPDC-42	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-42	5	2.0117486118934578e-4
blaVEB-11	BETA-LACTAM	CEPHALOSPORIN	AMR	blaVEB-11	5	2.0117486118934578e-4
blaVIM-24	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-24	5	2.0117486118934578e-4
erm(C)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	AMR	erm(C)	5	2.0117486118934578e-4
fusA1_L438Q	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	fusA1	5	2.0117486118934578e-4
mexR_Q31STOP	BETA-LACTAM	CARBAPENEM	AMR	mexR	5	2.0117486118934578e-4
nfxB_R42H	COLISTIN	COLISTIN	AMR	nfxB	5	2.0117486118934578e-4
oprD_Q429STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	5	2.0117486118934578e-4
aac(3)-If	AMINOGLYCOSIDE	GENTAMICIN	AMR	aac(3)-If	4	1.609398889514766e-4
aacA32	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	aacA32	4	1.609398889514766e-4
ampD_E67STOP	BETA-LACTAM	CEPHALOSPORIN	AMR	ampD	4	1.609398889514766e-4
blaCAE-1	BETA-LACTAM	CEPHALOSPORIN	AMR	blaCAE-1	4	1.609398889514766e-4
blaCAM-1	BETA-LACTAM	CARBAPENEM	AMR	blaCAM-1	4	1.609398889514766e-4
blaCTX-M-2	BETA-LACTAM	CEPHALOSPORIN	AMR	blaCTX-M-2	4	1.609398889514766e-4
blaCTX-M-3	BETA-LACTAM	CEPHALOSPORIN	AMR	blaCTX-M-3	4	1.609398889514766e-4
blaI	BETA-LACTAM	BETA-LACTAM	AMR	blaI_of_Z	4	1.609398889514766e-4
blaIMP-29	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-29	4	1.609398889514766e-4
blaIMP-43	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-43	4	1.609398889514766e-4
blaNDM	BETA-LACTAM	CARBAPENEM	AMR	blaNDM	4	1.609398889514766e-4
blaOXA	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-PR	4	1.609398889514766e-4
blaOXA-1020	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1020	4	1.609398889514766e-4
blaOXA-1183	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1183	4	1.609398889514766e-4
blaOXA-1199	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1199	4	1.609398889514766e-4
blaOXA-56	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-56	4	1.609398889514766e-4
blaPDC-138	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-138	4	1.609398889514766e-4
blaPDC-184	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-184	4	1.609398889514766e-4
blaPDC-192	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-192	4	1.609398889514766e-4
blaPDC-221	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-221	4	1.609398889514766e-4
blaPDC-264	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-264	4	1.609398889514766e-4
blaPDC-303	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-303	4	1.609398889514766e-4
blaPDC-469	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-469	4	1.609398889514766e-4
blaPDC-95	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-95	4	1.609398889514766e-4
blaTEM-181	BETA-LACTAM	BETA-LACTAM	AMR	blaTEM-181	4	1.609398889514766e-4
blaVIM-37	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-37	4	1.609398889514766e-4
cadD	CADMIUM	CADMIUM	STRESS	cadD	4	1.609398889514766e-4
dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA16	4	1.609398889514766e-4
dfrA44	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA44	4	1.609398889514766e-4
erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	AMR	erm(B)	4	1.609398889514766e-4
ftsI_N427S	BETA-LACTAM	CARBAPENEM	AMR	ftsI	4	1.609398889514766e-4
fusA1_G545D	AMINOGLYCOSIDE	TOBRAMYCIN	AMR	fusA1	4	1.609398889514766e-4
iss	NA	NA	VIRULENCE	iss	4	1.609398889514766e-4
mexR_Q94STOP	BETA-LACTAM	CEPHALOSPORIN	AMR	mexR	4	1.609398889514766e-4
mexZ_Q69STOP	BETA-LACTAM	CARBAPENEM	AMR	mexZ	4	1.609398889514766e-4
pmrB_D47del	COLISTIN	COLISTIN	AMR	pmrB	4	1.609398889514766e-4
pmrB_R259H	COLISTIN	COLISTIN	AMR	pmrB	4	1.609398889514766e-4
qnrD1	QUINOLONE	QUINOLONE	AMR	qnrD1	4	1.609398889514766e-4
rmtD1	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	rmtD1	4	1.609398889514766e-4
tet(D)	TETRACYCLINE	TETRACYCLINE	AMR	tet(D)	4	1.609398889514766e-4
tet(Y)	TETRACYCLINE	TETRACYCLINE	AMR	tet(Y)	4	1.609398889514766e-4
aac(6')	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	aac(6')_Ia_fam	3	1.2070491671360746e-4
aacA34	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	AMR	aacA34	3	1.2070491671360746e-4
aadA4	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	aadA4	3	1.2070491671360746e-4
amgS_P381S	BETA-LACTAM	CARBAPENEM	AMR	amgS	3	1.2070491671360746e-4
aph(3')-I(H957)	AMINOGLYCOSIDE	KANAMYCIN	AMR	aph(3')-I(H957)	3	1.2070491671360746e-4
blaCARB-1	BETA-LACTAM	BETA-LACTAM	AMR	blaCARB-1	3	1.2070491671360746e-4
blaIMP-48	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-48	3	1.2070491671360746e-4
blaNPS-1	BETA-LACTAM	BETA-LACTAM	AMR	blaNPS-1	3	1.2070491671360746e-4
blaOXA	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-5_fam	3	1.2070491671360746e-4
blaOXA	BETA-LACTAM	CARBAPENEM	AMR	blaOXA-23_fam	3	1.2070491671360746e-4
blaOXA-1126	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1126	3	1.2070491671360746e-4
blaOXA-1140	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1140	3	1.2070491671360746e-4
blaOXA-15	BETA-LACTAM	CEPHALOSPORIN	AMR	blaOXA-15	3	1.2070491671360746e-4
blaOXA-256	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-256	3	1.2070491671360746e-4
blaPDC-114	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-114	3	1.2070491671360746e-4
blaPDC-129	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-129	3	1.2070491671360746e-4
blaPDC-140	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-140	3	1.2070491671360746e-4
blaPDC-158	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-158	3	1.2070491671360746e-4
blaPDC-256	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-256	3	1.2070491671360746e-4
blaPDC-274	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-274	3	1.2070491671360746e-4
blaPDC-371	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-371	3	1.2070491671360746e-4
blaPDC-374	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-374	3	1.2070491671360746e-4
blaPDC-375	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-375	3	1.2070491671360746e-4
blaPDC-407	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-407	3	1.2070491671360746e-4
blaPDC-432	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-432	3	1.2070491671360746e-4
blaPDC-479	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-479	3	1.2070491671360746e-4
blaR1	BETA-LACTAM	BETA-LACTAM	AMR	blaR1-2	3	1.2070491671360746e-4
blaSHV-5	BETA-LACTAM	CEPHALOSPORIN	AMR	blaSHV-5	3	1.2070491671360746e-4
blaZ	BETA-LACTAM	BETA-LACTAM	AMR	blaZ	3	1.2070491671360746e-4
dacB_I356A	BETA-LACTAM	CEPHALOSPORIN	AMR	dacB	3	1.2070491671360746e-4
ftsI_Q458R	BETA-LACTAM	CARBAPENEM	AMR	ftsI	3	1.2070491671360746e-4
ftsI_V523M	BETA-LACTAM	CARBAPENEM	AMR	ftsI	3	1.2070491671360746e-4
pmrB_M292T	COLISTIN	COLISTIN	AMR	pmrB	3	1.2070491671360746e-4
qacH	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	qacH_Lis	3	1.2070491671360746e-4
qnrS1	QUINOLONE	QUINOLONE	AMR	qnrS1	3	1.2070491671360746e-4
qnrVC4	QUINOLONE	QUINOLONE	AMR	qnrVC4	3	1.2070491671360746e-4
tet(X5)	TETRACYCLINE	TIGECYCLINE	AMR	tet(X5)	3	1.2070491671360746e-4
aac(2')-IIa	AMINOGLYCOSIDE	KASUGAMYCIN	AMR	aac(2')-IIa	2	8.04699444757383e-5
aac(6')-30	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	aac(6')-30	2	8.04699444757383e-5
aac(6')-II	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	aac(6')-II	2	8.04699444757383e-5
aac(6')-Ian	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	aac(6')-Ian	2	8.04699444757383e-5
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	AMR	aac(6')-Ib-cr	2	8.04699444757383e-5
aacA43	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	AMR	aacA43	2	8.04699444757383e-5
aadA25	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	aadA25	2	8.04699444757383e-5
aadA8	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	aadA8	2	8.04699444757383e-5
aadD1	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	AMR	ant(4')-Ia	2	8.04699444757383e-5
aph(3')-IIIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	AMR	aph(3')-IIIa	2	8.04699444757383e-5
arr-7	RIFAMYCIN	RIFAMYCIN	AMR	arr-7	2	8.04699444757383e-5
blaACT-24	BETA-LACTAM	CEPHALOSPORIN	AMR	blaACT-24	2	8.04699444757383e-5
blaAFM-2	BETA-LACTAM	CARBAPENEM	AMR	blaAFM-2	2	8.04699444757383e-5
blaCARB-3	BETA-LACTAM	BETA-LACTAM	AMR	blaCARB-3	2	8.04699444757383e-5
blaFOX-14	BETA-LACTAM	CEPHALOSPORIN	AMR	blaFOX-14	2	8.04699444757383e-5
blaGES-15	BETA-LACTAM	CEPHALOSPORIN	AMR	blaGES-15	2	8.04699444757383e-5
blaGES-17	BETA-LACTAM	CEPHALOSPORIN	AMR	blaGES-17	2	8.04699444757383e-5
blaIMP-56	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-56	2	8.04699444757383e-5
blaIMP-6	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-6	2	8.04699444757383e-5
blaIMP-75	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-75	2	8.04699444757383e-5
blaKPC	BETA-LACTAM	CARBAPENEM	AMR	blaKPC	2	8.04699444757383e-5
blaOXA-1184	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1184	2	8.04699444757383e-5
blaOXA-205	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-205	2	8.04699444757383e-5
blaOXA-392	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-392	2	8.04699444757383e-5
blaOXA-74	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-74	2	8.04699444757383e-5
blaPDC-104	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-104	2	8.04699444757383e-5
blaPDC-170	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-170	2	8.04699444757383e-5
blaPDC-177	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-177	2	8.04699444757383e-5
blaPDC-189	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-189	2	8.04699444757383e-5
blaPDC-191	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-191	2	8.04699444757383e-5
blaPDC-194	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-194	2	8.04699444757383e-5
blaPDC-195	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-195	2	8.04699444757383e-5
blaPDC-214	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-214	2	8.04699444757383e-5
blaPDC-217	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-217	2	8.04699444757383e-5
blaPDC-225	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-225	2	8.04699444757383e-5
blaPDC-235	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-235	2	8.04699444757383e-5
blaPDC-240	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-240	2	8.04699444757383e-5
blaPDC-25	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-25	2	8.04699444757383e-5
blaPDC-257	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-257	2	8.04699444757383e-5
blaPDC-258	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-258	2	8.04699444757383e-5
blaPDC-261	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-261	2	8.04699444757383e-5
blaPDC-288	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-288	2	8.04699444757383e-5
blaPDC-297	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-297	2	8.04699444757383e-5
blaPDC-322	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-322	2	8.04699444757383e-5
blaPDC-367	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-367	2	8.04699444757383e-5
blaPDC-382	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-382	2	8.04699444757383e-5
blaPDC-393	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-393	2	8.04699444757383e-5
blaPDC-431	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-431	2	8.04699444757383e-5
blaPDC-44	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-44	2	8.04699444757383e-5
blaPDC-447	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-447	2	8.04699444757383e-5
blaPDC-454	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-454	2	8.04699444757383e-5
blaPDC-463	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-463	2	8.04699444757383e-5
blaPDC-480	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-480	2	8.04699444757383e-5
blaPDC-511	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-511	2	8.04699444757383e-5
blaPDC-523	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-523	2	8.04699444757383e-5
blaPDC-572	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-572	2	8.04699444757383e-5
blaPDC-86	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-86	2	8.04699444757383e-5
blaPDC-96	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-96	2	8.04699444757383e-5
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	AMR	blaSHV-12	2	8.04699444757383e-5
blaSPM-1	BETA-LACTAM	CARBAPENEM	AMR	blaSPM-1	2	8.04699444757383e-5
blaVIM-47	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-47	2	8.04699444757383e-5
blaVIM-67	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-67	2	8.04699444757383e-5
catA	PHENICOL	CHLORAMPHENICOL	AMR	catA7	2	8.04699444757383e-5
colS_A106V	COLISTIN	COLISTIN	AMR	colS	2	8.04699444757383e-5
dacB_W459STOP	BETA-LACTAM	CEPHALOSPORIN	AMR	dacB	2	8.04699444757383e-5
dfrA	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA1	2	8.04699444757383e-5
dfrA23	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA23	2	8.04699444757383e-5
gyrA_Q106L	QUINOLONE	QUINOLONE	AMR	gyrA	2	8.04699444757383e-5
nalC_S127P	BETA-LACTAM	CARBAPENEM	AMR	nalC	2	8.04699444757383e-5
nalD_F198L	BETA-LACTAM	AZTREONAM	AMR	nalD	2	8.04699444757383e-5
nfxB_A38G	QUINOLONE	QUINOLONE	AMR	nfxB	2	8.04699444757383e-5
oprD_E264STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	2	8.04699444757383e-5
oprD_E32STOP	BETA-LACTAM	CARBAPENEM	AMR	oprD	2	8.04699444757383e-5
pmrB_A247T	COLISTIN	COLISTIN	AMR	pmrB	2	8.04699444757383e-5
pmrB_L167P	COLISTIN	COLISTIN	AMR	pmrB	2	8.04699444757383e-5
pmrB_P456S	COLISTIN	COLISTIN	AMR	pmrB	2	8.04699444757383e-5
qacR	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	qacR	2	8.04699444757383e-5
qnrB4	QUINOLONE	QUINOLONE	AMR	qnrB4	2	8.04699444757383e-5
qnrS2	QUINOLONE	QUINOLONE	AMR	qnrS2	2	8.04699444757383e-5
rmtB	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	rmtB	2	8.04699444757383e-5
aac(3)-C1264	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	aac(3)-C1264	1	4.023497223786915e-5
aac(3)-IVa	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	AMR	aac(3)-IVa	1	4.023497223786915e-5
aac(6')-F309	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	aac(6')-F309	1	4.023497223786915e-5
aac(6')-I	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	aacA-ACI1	1	4.023497223786915e-5
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	aac(6')-Ib-AGKT	1	4.023497223786915e-5
aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	aac(6')-Ib-W104R	1	4.023497223786915e-5
aac(6')-Im	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	aac(6')-Im	1	4.023497223786915e-5
aacA16	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	aacA16	1	4.023497223786915e-5
ant(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	ant(6)-Ia	1	4.023497223786915e-5
aph(2'')-IIa	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	aph(2'')-IIa	1	4.023497223786915e-5
aph(3')-IId	AMINOGLYCOSIDE	KANAMYCIN	AMR	aph(3')-IId	1	4.023497223786915e-5
aphA16	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	AMR	aphA16	1	4.023497223786915e-5
arsB	ARSENIC	ARSENITE	STRESS	arsB_pI258	1	4.023497223786915e-5
blaAFM	BETA-LACTAM	CARBAPENEM	AMR	blaAFM	1	4.023497223786915e-5
blaAFM-1	BETA-LACTAM	CARBAPENEM	AMR	blaAFM-1	1	4.023497223786915e-5
blaBEL	BETA-LACTAM	CEPHALOSPORIN	AMR	blaBEL	1	4.023497223786915e-5
blaBEL-1	BETA-LACTAM	CEPHALOSPORIN	AMR	blaBEL-1	1	4.023497223786915e-5
blaBPU	BETA-LACTAM	BETA-LACTAM	AMR	blaBPU	1	4.023497223786915e-5
blaCMY-4	BETA-LACTAM	CEPHALOSPORIN	AMR	blaCMY-4	1	4.023497223786915e-5
blaCTX-M	BETA-LACTAM	CEPHALOSPORIN	AMR	blaCTX-M	1	4.023497223786915e-5
blaCTX-M-229	BETA-LACTAM	CEPHALOSPORIN	AMR	blaCTX-M-229	1	4.023497223786915e-5
blaFOX	BETA-LACTAM	CEPHALOSPORIN	AMR	blaFOX	1	4.023497223786915e-5
blaGES-13	BETA-LACTAM	CEPHALOSPORIN	AMR	blaGES-13	1	4.023497223786915e-5
blaGES-24	BETA-LACTAM	CARBAPENEM	AMR	blaGES-24	1	4.023497223786915e-5
blaGES-26	BETA-LACTAM	CEPHALOSPORIN	AMR	blaGES-26	1	4.023497223786915e-5
blaGES-6	BETA-LACTAM	CARBAPENEM	AMR	blaGES-6	1	4.023497223786915e-5
blaHMB-2	BETA-LACTAM	CARBAPENEM	AMR	blaHMB-2	1	4.023497223786915e-5
blaIMP-19	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-19	1	4.023497223786915e-5
blaIMP-20	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-20	1	4.023497223786915e-5
blaIMP-22	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-22	1	4.023497223786915e-5
blaIMP-37	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-37	1	4.023497223786915e-5
blaIMP-54	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-54	1	4.023497223786915e-5
blaIMP-63	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-63	1	4.023497223786915e-5
blaIMP-74	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-74	1	4.023497223786915e-5
blaIMP-86	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-86	1	4.023497223786915e-5
blaIMP-91	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-91	1	4.023497223786915e-5
blaIMP-93	BETA-LACTAM	CARBAPENEM	AMR	blaIMP-93	1	4.023497223786915e-5
blaKBL-1	BETA-LACTAM	BETA-LACTAM	AMR	blaKBL-1	1	4.023497223786915e-5
blaKPC-4	BETA-LACTAM	CARBAPENEM	AMR	blaKPC-4	1	4.023497223786915e-5
blaMOX-1	BETA-LACTAM	CEPHALOSPORIN	AMR	blaMOX-1	1	4.023497223786915e-5
blaNPS	BETA-LACTAM	BETA-LACTAM	AMR	blaNPS	1	4.023497223786915e-5
blaOXA	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-46_fam	1	4.023497223786915e-5
blaOXA	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-48_fam	1	4.023497223786915e-5
blaOXA	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-732_fam	1	4.023497223786915e-5
blaOXA-1019	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1019	1	4.023497223786915e-5
blaOXA-1134	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-1134	1	4.023497223786915e-5
blaOXA-119	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-119	1	4.023497223786915e-5
blaOXA-141	BETA-LACTAM	CEPHALOSPORIN	AMR	blaOXA-141	1	4.023497223786915e-5
blaOXA-23	BETA-LACTAM	CARBAPENEM	AMR	blaOXA-23	1	4.023497223786915e-5
blaOXA-28	BETA-LACTAM	CEPHALOSPORIN	AMR	blaOXA-28	1	4.023497223786915e-5
blaOXA-520	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-520	1	4.023497223786915e-5
blaOXA-543	BETA-LACTAM	CEPHALOSPORIN	AMR	blaOXA-543	1	4.023497223786915e-5
blaOXA-544	BETA-LACTAM	CEPHALOSPORIN	AMR	blaOXA-544	1	4.023497223786915e-5
blaOXA-681	BETA-LACTAM	CEPHALOSPORIN	AMR	blaOXA-681	1	4.023497223786915e-5
blaOXA-732	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-732	1	4.023497223786915e-5
blaOXA-794	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-794	1	4.023497223786915e-5
blaOXA-795	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-795	1	4.023497223786915e-5
blaOXA-824	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-824	1	4.023497223786915e-5
blaOXA-838	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-838	1	4.023497223786915e-5
blaOXA-849	BETA-LACTAM	BETA-LACTAM	AMR	blaOXA-849	1	4.023497223786915e-5
blaPDC-118	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-118	1	4.023497223786915e-5
blaPDC-126	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-126	1	4.023497223786915e-5
blaPDC-131	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-131	1	4.023497223786915e-5
blaPDC-153	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-153	1	4.023497223786915e-5
blaPDC-156	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-156	1	4.023497223786915e-5
blaPDC-174	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-174	1	4.023497223786915e-5
blaPDC-186	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-186	1	4.023497223786915e-5
blaPDC-188	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-188	1	4.023497223786915e-5
blaPDC-198	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-198	1	4.023497223786915e-5
blaPDC-202	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-202	1	4.023497223786915e-5
blaPDC-207	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-207	1	4.023497223786915e-5
blaPDC-209	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-209	1	4.023497223786915e-5
blaPDC-220	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-220	1	4.023497223786915e-5
blaPDC-226	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-226	1	4.023497223786915e-5
blaPDC-233	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-233	1	4.023497223786915e-5
blaPDC-271	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-271	1	4.023497223786915e-5
blaPDC-276	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-276	1	4.023497223786915e-5
blaPDC-278	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-278	1	4.023497223786915e-5
blaPDC-298	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-298	1	4.023497223786915e-5
blaPDC-308	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-308	1	4.023497223786915e-5
blaPDC-314	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-314	1	4.023497223786915e-5
blaPDC-321	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-321	1	4.023497223786915e-5
blaPDC-331	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-331	1	4.023497223786915e-5
blaPDC-334	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-334	1	4.023497223786915e-5
blaPDC-337	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-337	1	4.023497223786915e-5
blaPDC-341	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-341	1	4.023497223786915e-5
blaPDC-343	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-343	1	4.023497223786915e-5
