Gene symbol	Class	Subclass	Species	Element type	n	nspp	freq
dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter chengduensis	AMR	1	76	0.013157894736842105
dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae	AMR	3	457	0.006564551422319475
dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae_I	AMR	2	39	0.05128205128205128
dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae_M	AMR	10	407	0.02457002457002457
dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae_P	AMR	1	9	0.1111111111111111
dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei	AMR	2	127	0.015748031496062992
dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	299	6055	0.049380677126341865
dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter kobei	AMR	111	759	0.14624505928853754
dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter ludwigii	AMR	14	223	0.06278026905829596
dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter roggenkampii	AMR	24	509	0.047151277013752456
dfrA17	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter asburiae_B	AMR	2	228	0.008771929824561403
dfrA17	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae	AMR	3	457	0.006564551422319475
dfrA17	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei	AMR	3	127	0.023622047244094488
dfrA17	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	17	6055	0.0028075970272502066
dfrA17	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter kobei	AMR	2	759	0.002635046113306983
dfrA17	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter ludwigii	AMR	2	223	0.008968609865470852
dfrA19	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter asburiae_B	AMR	12	228	0.05263157894736842
dfrA19	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter bugandensis	AMR	9	230	0.0391304347826087
dfrA19	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter chengduensis	AMR	4	76	0.05263157894736842
dfrA19	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae	AMR	20	457	0.0437636761487965
dfrA19	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae_L	AMR	1	18	0.05555555555555555
dfrA19	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae_M	AMR	73	407	0.17936117936117937
dfrA19	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei	AMR	25	127	0.1968503937007874
dfrA19	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	903	6055	0.14913294797687862
dfrA19	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter kobei	AMR	80	759	0.10540184453227931
dfrA19	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter ludwigii	AMR	3	223	0.013452914798206279
dfrA19	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter roggenkampii	AMR	10	509	0.019646365422396856
dfrA21	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	31	6055	0.005119735755573906
dfrA21	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter kobei	AMR	3	759	0.003952569169960474
dfrA22	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	3	6055	4.95458298926507e-4
dfrA23	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	4	6055	6.606110652353427e-4
dfrA25	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter asburiae_B	AMR	4	228	0.017543859649122806
dfrA25	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae_M	AMR	1	407	0.002457002457002457
dfrA25	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei	AMR	3	127	0.023622047244094488
dfrA25	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	4	6055	6.606110652353427e-4
dfrA25	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter kobei	AMR	4	759	0.005270092226613966
dfrA25	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter sp013927005	AMR	2	11	0.18181818181818182
dfrA26	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae	AMR	1	457	0.002188183807439825
dfrA26	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	4	6055	6.606110652353427e-4
dfrA27	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae	AMR	8	457	0.0175054704595186
dfrA27	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae_M	AMR	4	407	0.009828009828009828
dfrA27	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei	AMR	23	127	0.18110236220472442
dfrA27	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	143	6055	0.023616845582163502
dfrA27	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter kobei	AMR	8	759	0.010540184453227932
dfrA27	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter ludwigii	AMR	1	223	0.004484304932735426
dfrA27	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter roggenkampii	AMR	10	509	0.019646365422396856
dfrA29	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter asburiae_B	AMR	1	228	0.0043859649122807015
dfrA29	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	2	6055	3.3030553261767135e-4
dfrA29	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter roggenkampii	AMR	3	509	0.005893909626719057
dfrA32	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
dfrA33	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae_I	AMR	3	39	0.07692307692307693
dfrA33	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	4	6055	6.606110652353427e-4
dfrA33	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter kobei	AMR	1	759	0.0013175230566534915
dfrA35	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	7	6055	0.0011560693641618498
dfrA4	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae	AMR	1	457	0.002188183807439825
dfrA4	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae_M	AMR	42	407	0.10319410319410319
dfrA5	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei	AMR	2	127	0.015748031496062992
dfrA5	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	43	6055	0.007101568951279934
dfrA5	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter kobei	AMR	1	759	0.0013175230566534915
dfrA5	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
dfrA5	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter soli	AMR	2	23	0.08695652173913043
dfrA7	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae_M	AMR	1	407	0.002457002457002457
dfrA7	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei	AMR	1	127	0.007874015748031496
dfrA7	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	10	6055	0.0016515276630883566
dfrA8	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter asburiae_B	AMR	2	228	0.008771929824561403
dfrA8	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae_M	AMR	1	407	0.002457002457002457
dfrA8	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	10	6055	0.0016515276630883566
dfrA8	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter kobei	AMR	1	759	0.0013175230566534915
dfrB1	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	13	6055	0.0021469859620148637
dfrB1	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter roggenkampii	AMR	7	509	0.0137524557956778
dfrB3	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter cloacae_M	AMR	1	407	0.002457002457002457
dfrB3	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei	AMR	1	127	0.007874015748031496
dfrB3	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter kobei	AMR	1	759	0.0013175230566534915
dfrB9	TRIMETHOPRIM	TRIMETHOPRIM	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
emrD	EFFLUX	EFFLUX	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
emrE	EFFLUX	EFFLUX	Enterobacter hormaechei_A	STRESS	1	6055	1.6515276630883568e-4
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter asburiae_B	AMR	8	228	0.03508771929824561
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter asburiae_D	AMR	1	15	0.06666666666666667
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter bugandensis	AMR	1	230	0.004347826086956522
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter chengduensis	AMR	2	76	0.02631578947368421
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter cloacae	AMR	8	457	0.0175054704595186
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter cloacae_L	AMR	1	18	0.05555555555555555
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter cloacae_M	AMR	59	407	0.14496314496314497
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter hormaechei	AMR	16	127	0.12598425196850394
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter hormaechei_A	AMR	442	6055	0.07299752270850536
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter kobei	AMR	74	759	0.09749670619235837
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter ludwigii	AMR	2	223	0.008968609865470852
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter mori	AMR	1	44	0.022727272727272728
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter roggenkampii	AMR	8	509	0.015717092337917484
ere(A)	MACROLIDE	ERYTHROMYCIN	Enterobacter sichuanensis	AMR	1	61	0.01639344262295082
ere(B)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
erm(42)	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	Enterobacter cloacae	AMR	1	457	0.002188183807439825
erm(42)	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	Enterobacter hormaechei_A	AMR	3	6055	4.95458298926507e-4
erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	Enterobacter hormaechei_A	AMR	5	6055	8.257638315441783e-4
erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
erm(C)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
espA	NA	NA	Enterobacter hormaechei_A	VIRULENCE	1	6055	1.6515276630883568e-4
espB	NA	NA	Enterobacter hormaechei_A	VIRULENCE	1	6055	1.6515276630883568e-4
fieF	NA	NA	Enterobacter asburiae	STRESS	53	53	1
fieF	NA	NA	Enterobacter asburiae_B	STRESS	228	228	1
fieF	NA	NA	Enterobacter asburiae_D	STRESS	15	15	1
fieF	NA	NA	Enterobacter asburiae_E	STRESS	4	4	1
fieF	NA	NA	Enterobacter bugandensis	STRESS	230	230	1
fieF	NA	NA	Enterobacter cancerogenus	STRESS	17	17	1
fieF	NA	NA	Enterobacter chengduensis	STRESS	76	76	1
fieF	NA	NA	Enterobacter chuandaensis	STRESS	6	6	1
fieF	NA	NA	Enterobacter cloacae	STRESS	455	457	0.9956236323851203
fieF	NA	NA	Enterobacter cloacae_I	STRESS	39	39	1
fieF	NA	NA	Enterobacter cloacae_L	STRESS	18	18	1
fieF	NA	NA	Enterobacter cloacae_M	STRESS	407	407	1
fieF	NA	NA	Enterobacter cloacae_N	STRESS	6	6	1
fieF	NA	NA	Enterobacter cloacae_O	STRESS	4	4	1
fieF	NA	NA	Enterobacter cloacae_P	STRESS	9	9	1
fieF	NA	NA	Enterobacter cloacae_Q	STRESS	1	1	1
fieF	NA	NA	Enterobacter dykesii	STRESS	7	7	1
fieF	NA	NA	Enterobacter hormaechei	STRESS	127	127	1
fieF	NA	NA	Enterobacter hormaechei_A	STRESS	6055	6055	1
fieF	NA	NA	Enterobacter huaxiensis	STRESS	2	2	1
fieF	NA	NA	Enterobacter kobei	STRESS	759	759	1
fieF	NA	NA	Enterobacter ludwigii	STRESS	223	223	1
fieF	NA	NA	Enterobacter mori	STRESS	44	44	1
fieF	NA	NA	Enterobacter nimipressuralis_A	STRESS	1	1	1
fieF	NA	NA	Enterobacter oligotrophicus	STRESS	3	3	1
fieF	NA	NA	Enterobacter quasihormaechei	STRESS	23	23	1
fieF	NA	NA	Enterobacter roggenkampii	STRESS	509	509	1
fieF	NA	NA	Enterobacter sichuanensis	STRESS	61	61	1
fieF	NA	NA	Enterobacter soli	STRESS	23	23	1
fieF	NA	NA	Enterobacter sp000493015	STRESS	3	4	0.75
fieF	NA	NA	Enterobacter sp000568095	STRESS	8	8	1
fieF	NA	NA	Enterobacter sp003057745	STRESS	2	2	1
fieF	NA	NA	Enterobacter sp013927005	STRESS	11	11	1
fieF	NA	NA	Enterobacter vonholyi	STRESS	18	18	1
fieF	NA	NA	Enterobacter wuhouensis	STRESS	1	1	1
fieF	NA	NA	Enterobacter_A timonensis	STRESS	3	3	1
fieF	NA	NA	Enterobacter_B lignolyticus	STRESS	3	3	1
fieF	NA	NA	Enterobacter_D kobei_A	STRESS	4	4	1
fieF	NA	NA	Enterobacter_D sp001888805	STRESS	1	1	1
fieF	NA	NA	Enterobacter_D sp019218745	STRESS	2	2	1
fieF	NA	NA	Enterobacter_D sp900116015	STRESS	1	1	1
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter asburiae_D	AMR	1	15	0.06666666666666667
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter chengduensis	AMR	2	76	0.02631578947368421
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter cloacae	AMR	7	457	0.015317286652078774
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter cloacae_M	AMR	1	407	0.002457002457002457
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter hormaechei	AMR	5	127	0.03937007874015748
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter hormaechei_A	AMR	132	6055	0.02180016515276631
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter kobei	AMR	5	759	0.006587615283267457
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter roggenkampii	AMR	4	509	0.007858546168958742
floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter sichuanensis	AMR	2	61	0.03278688524590164
floR2	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Enterobacter hormaechei_A	AMR	75	6055	0.012386457473162676
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter asburiae	AMR	31	53	0.5849056603773585
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter asburiae_B	AMR	212	228	0.9298245614035088
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter asburiae_D	AMR	11	15	0.7333333333333333
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter bugandensis	AMR	228	230	0.991304347826087
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cancerogenus	AMR	16	17	0.9411764705882353
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter chengduensis	AMR	76	76	1
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter chuandaensis	AMR	5	6	0.8333333333333334
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae	AMR	421	457	0.9212253829321663
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_I	AMR	23	39	0.5897435897435898
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_L	AMR	18	18	1
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_M	AMR	358	407	0.8796068796068796
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_N	AMR	6	6	1
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_O	AMR	4	4	1
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_P	AMR	1	9	0.1111111111111111
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae_Q	AMR	1	1	1
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter dykesii	AMR	7	7	1
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei	AMR	7	127	0.05511811023622047
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	AMR	5146	6055	0.8498761354252684
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter huaxiensis	AMR	2	2	1
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter kobei	AMR	724	759	0.9538866930171278
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter ludwigii	AMR	94	223	0.42152466367713004
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter mori	AMR	44	44	1
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter nimipressuralis_A	AMR	1	1	1
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter quasihormaechei	AMR	21	23	0.9130434782608695
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter roggenkampii	AMR	413	509	0.8113948919449901
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter sichuanensis	AMR	61	61	1
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter soli	AMR	5	23	0.21739130434782608
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter sp000493015	AMR	3	4	0.75
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter sp000568095	AMR	8	8	1
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter sp013927005	AMR	4	11	0.36363636363636365
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter vonholyi	AMR	15	18	0.8333333333333334
fosA	FOSFOMYCIN	FOSFOMYCIN	Enterobacter wuhouensis	AMR	1	1	1
fosA2	FOSFOMYCIN	FOSFOMYCIN	Enterobacter ludwigii	AMR	129	223	0.57847533632287
fosA3	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	AMR	9	6055	0.001486374896779521
fosA3	FOSFOMYCIN	FOSFOMYCIN	Enterobacter kobei	AMR	5	759	0.006587615283267457
fosA3	FOSFOMYCIN	FOSFOMYCIN	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
fosA5	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei	AMR	1	127	0.007874015748031496
fosA5	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
fosA7	FOSFOMYCIN	FOSFOMYCIN	Enterobacter bugandensis	AMR	1	230	0.004347826086956522
fosA7	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cancerogenus	AMR	1	17	0.058823529411764705
fosA7	FOSFOMYCIN	FOSFOMYCIN	Enterobacter chengduensis	AMR	1	76	0.013157894736842105
fosA7	FOSFOMYCIN	FOSFOMYCIN	Enterobacter cloacae	AMR	7	457	0.015317286652078774
fosA7	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei	AMR	16	127	0.12598425196850394
fosA7	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	AMR	11	6055	0.0018166804293971925
fosA7	FOSFOMYCIN	FOSFOMYCIN	Enterobacter ludwigii	AMR	4	223	0.017937219730941704
fosA7	FOSFOMYCIN	FOSFOMYCIN	Enterobacter oligotrophicus	AMR	1	3	0.3333333333333333
fosA7	FOSFOMYCIN	FOSFOMYCIN	Enterobacter roggenkampii	AMR	4	509	0.007858546168958742
fosA7.5	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	AMR	3	6055	4.95458298926507e-4
fosA8	FOSFOMYCIN	FOSFOMYCIN	Enterobacter kobei	AMR	1	759	0.0013175230566534915
fosB	FOSFOMYCIN	FOSFOMYCIN	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
gyrA_D87G	QUINOLONE	QUINOLONE	Enterobacter asburiae_B	AMR	1	228	0.0043859649122807015
gyrA_D87G	QUINOLONE	QUINOLONE	Enterobacter cloacae_I	AMR	1	39	0.02564102564102564
gyrA_D87G	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	37	6055	0.00611065235342692
gyrA_D87G	QUINOLONE	QUINOLONE	Enterobacter kobei	AMR	1	759	0.0013175230566534915
gyrA_D87G	QUINOLONE	QUINOLONE	Enterobacter ludwigii	AMR	2	223	0.008968609865470852
gyrA_D87H	QUINOLONE	QUINOLONE	Enterobacter cloacae	AMR	1	457	0.002188183807439825
gyrA_D87H	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	6	6055	9.90916597853014e-4
gyrA_D87N	QUINOLONE	QUINOLONE	Enterobacter cloacae	AMR	3	457	0.006564551422319475
gyrA_D87N	QUINOLONE	QUINOLONE	Enterobacter cloacae_I	AMR	1	39	0.02564102564102564
gyrA_D87N	QUINOLONE	QUINOLONE	Enterobacter cloacae_M	AMR	3	407	0.007371007371007371
gyrA_D87N	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	174	6055	0.028736581337737408
gyrA_D87N	QUINOLONE	QUINOLONE	Enterobacter kobei	AMR	17	759	0.022397891963109356
gyrA_D87N	QUINOLONE	QUINOLONE	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
gyrA_S83F	QUINOLONE	QUINOLONE	Enterobacter cloacae	AMR	4	457	0.0087527352297593
gyrA_S83F	QUINOLONE	QUINOLONE	Enterobacter cloacae_I	AMR	3	39	0.07692307692307693
gyrA_S83F	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	609	6055	0.10057803468208093
gyrA_S83F	QUINOLONE	QUINOLONE	Enterobacter kobei	AMR	18	759	0.023715415019762844
gyrA_S83F	QUINOLONE	QUINOLONE	Enterobacter ludwigii	AMR	1	223	0.004484304932735426
gyrA_S83I	QUINOLONE	QUINOLONE	Enterobacter asburiae_B	AMR	66	228	0.2894736842105263
gyrA_S83I	QUINOLONE	QUINOLONE	Enterobacter cloacae	AMR	28	457	0.061269146608315096
gyrA_S83I	QUINOLONE	QUINOLONE	Enterobacter cloacae_M	AMR	171	407	0.4201474201474201
gyrA_S83I	QUINOLONE	QUINOLONE	Enterobacter cloacae_P	AMR	5	9	0.5555555555555556
gyrA_S83I	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	767	6055	0.12667217175887696
gyrA_S83I	QUINOLONE	QUINOLONE	Enterobacter kobei	AMR	1	759	0.0013175230566534915
gyrA_S83I	QUINOLONE	QUINOLONE	Enterobacter ludwigii	AMR	2	223	0.008968609865470852
gyrA_S83I	QUINOLONE	QUINOLONE	Enterobacter roggenkampii	AMR	106	509	0.2082514734774067
gyrA_S83Y	QUINOLONE	QUINOLONE	Enterobacter cloacae	AMR	35	457	0.07658643326039387
gyrA_S83Y	QUINOLONE	QUINOLONE	Enterobacter cloacae_I	AMR	3	39	0.07692307692307693
gyrA_S83Y	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	455	6055	0.07514450867052024
gyrA_S83Y	QUINOLONE	QUINOLONE	Enterobacter kobei	AMR	48	759	0.06324110671936758
gyrA_S83Y	QUINOLONE	QUINOLONE	Enterobacter ludwigii	AMR	3	223	0.013452914798206279
hdeD-GI	NA	NA	Enterobacter asburiae	STRESS	12	53	0.22641509433962265
hdeD-GI	NA	NA	Enterobacter asburiae_B	STRESS	102	228	0.4473684210526316
hdeD-GI	NA	NA	Enterobacter chengduensis	STRESS	5	76	0.06578947368421052
hdeD-GI	NA	NA	Enterobacter cloacae	STRESS	10	457	0.02188183807439825
hdeD-GI	NA	NA	Enterobacter cloacae_I	STRESS	18	39	0.46153846153846156
hdeD-GI	NA	NA	Enterobacter cloacae_M	STRESS	238	407	0.5847665847665847
hdeD-GI	NA	NA	Enterobacter dykesii	STRESS	1	7	0.14285714285714285
hdeD-GI	NA	NA	Enterobacter hormaechei	STRESS	24	127	0.1889763779527559
hdeD-GI	NA	NA	Enterobacter hormaechei_A	STRESS	611	6055	0.10090834021469859
hdeD-GI	NA	NA	Enterobacter kobei	STRESS	269	759	0.3544137022397892
hdeD-GI	NA	NA	Enterobacter ludwigii	STRESS	37	223	0.16591928251121077
hdeD-GI	NA	NA	Enterobacter roggenkampii	STRESS	225	509	0.44204322200392926
hdeD-GI	NA	NA	Enterobacter sichuanensis	STRESS	14	61	0.22950819672131148
hdeD-GI	NA	NA	Enterobacter vonholyi	STRESS	1	18	0.05555555555555555
hdeD-GI	NA	NA	Enterobacter_D kobei_A	STRESS	4	4	1
hlyA-alpha	NA	NA	Enterobacter hormaechei_A	VIRULENCE	2	6055	3.3030553261767135e-4
hsp20	NA	NA	Enterobacter asburiae	STRESS	12	53	0.22641509433962265
hsp20	NA	NA	Enterobacter asburiae_B	STRESS	114	228	0.5
hsp20	NA	NA	Enterobacter asburiae_D	STRESS	4	15	0.26666666666666666
hsp20	NA	NA	Enterobacter bugandensis	STRESS	1	230	0.004347826086956522
hsp20	NA	NA	Enterobacter chengduensis	STRESS	14	76	0.18421052631578946
hsp20	NA	NA	Enterobacter cloacae	STRESS	48	457	0.1050328227571116
hsp20	NA	NA	Enterobacter cloacae_I	STRESS	20	39	0.5128205128205128
hsp20	NA	NA	Enterobacter cloacae_M	STRESS	253	407	0.6216216216216216
hsp20	NA	NA	Enterobacter dykesii	STRESS	1	7	0.14285714285714285
hsp20	NA	NA	Enterobacter hormaechei	STRESS	24	127	0.1889763779527559
hsp20	NA	NA	Enterobacter hormaechei_A	STRESS	627	6055	0.10355078447563996
hsp20	NA	NA	Enterobacter kobei	STRESS	368	759	0.48484848484848486
hsp20	NA	NA	Enterobacter ludwigii	STRESS	38	223	0.17040358744394618
hsp20	NA	NA	Enterobacter roggenkampii	STRESS	280	509	0.550098231827112
hsp20	NA	NA	Enterobacter sichuanensis	STRESS	16	61	0.26229508196721313
hsp20	NA	NA	Enterobacter vonholyi	STRESS	5	18	0.2777777777777778
hsp20	NA	NA	Enterobacter_D kobei_A	STRESS	4	4	1
iroB	NA	NA	Enterobacter bugandensis	VIRULENCE	45	230	0.1956521739130435
iroB	NA	NA	Enterobacter cancerogenus	VIRULENCE	17	17	1
iroB	NA	NA	Enterobacter hormaechei_A	VIRULENCE	2658	6055	0.43897605284888525
