ERS	Isolate	ERR	BioSample	BioProject	Sequecning Status	Year	CTZ	CTX	AMP	AMX	AMC	TZP	CXM	CET	GEN	TBM	TMP	CIP
ERS357745	11791_3#58	ERR439590	SAMEA2205234	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357746	11679_7#43	ERR435430	SAMEA2205235	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			S
ERS357747	11679_7#44	ERR435431	SAMEA2205236	PRJEB4681	Previously sequenced	2008	R	R		R	R	I	R		R			R
ERS357748	11657_6#57	ERR434411	SAMEA2205237	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	R		I			S
ERS357749	11657_7#59	ERR434509	SAMEA2205238	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		I			S
ERS357750	11679_8#65	ERR435547	SAMEA2205239	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357751	11679_5#45	ERR435240	SAMEA2205240	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357752	11679_6#53	ERR435344	SAMEA2205241	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			S
ERS357753	11791_3#59	ERR439591	SAMEA2205242	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS357754	11679_4#53	ERR435152	SAMEA2205243	PRJEB4681	Previously sequenced	2007	S	S		R	R	S	R		S			R
ERS357755	11657_7#60	ERR434510	SAMEA2205244	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357756	11679_4#54	ERR435153	SAMEA2205245	PRJEB4681	Previously sequenced	2008	R	R		R	R	S	R		R			R
ERS357757	11657_6#58	ERR434412	SAMEA2205246	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357758	11679_6#54	ERR435345	SAMEA2205247	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357759	11679_7#45	ERR435432	SAMEA2205248	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357760	11679_5#46	ERR435241	SAMEA2205249	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	R		S			S
ERS357761	11679_6#55	ERR435346	SAMEA2205250	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			S
ERS357762	11657_5#62	ERR434320	SAMEA2205251	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357763	11657_6#59	ERR434413	SAMEA2205252	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357764	11679_8#66	ERR435548	SAMEA2205253	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357765	11679_5#47	ERR435242	SAMEA2205254	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357766	11658_3#46	ERR434592	SAMEA2205255	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357767	11679_4#55	ERR435154	SAMEA2205256	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357768	11657_5#63	ERR434321	SAMEA2205257	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357769	11679_6#56	ERR435347	SAMEA2205258	PRJEB4681	Previously sequenced	2006	S	S		R	R	I	S		S			S
ERS357770	11658_3#47	ERR434593	SAMEA2205259	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357771	11791_3#60	ERR439592	SAMEA2205260	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357772	11679_4#56	ERR435155	SAMEA2205261	PRJEB4681	Previously sequenced	2006	R	R		R	R	I	R		S			R
ERS357773	11679_5#48	ERR435243	SAMEA2205262	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357774	11679_8#67	ERR435549	SAMEA2205263	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			S
ERS357775	11657_5#64	ERR434322	SAMEA2205264	PRJEB4681	Previously sequenced	2006	S	S		R	R	R	S		R			S
ERS357776	11679_6#57	ERR435348	SAMEA2205265	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357777	11791_3#61	ERR439593	SAMEA2205266	PRJEB4681	Previously sequenced	2006	S	S		R	R	R	R		S			S
ERS357778	11657_5#65	ERR434323	SAMEA2205267	PRJEB4681	Previously sequenced	2006	S	S		R	R	R	S		I			R
ERS357779	11657_5#66	ERR434324	SAMEA2205268	PRJEB4681	Previously sequenced	2007	S	S		R	R	I	R		S			R
ERS357780	11657_5#67	ERR434325	SAMEA2205269	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357781	11657_6#60	ERR434414	SAMEA2205270	PRJEB4681	Previously sequenced	2007	S	S		R	S	S	S		S			S
ERS357782	11679_6#58	ERR435349	SAMEA2205271	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS357783	11658_3#48	ERR434594	SAMEA2205272	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357784	11658_3#49	ERR434595	SAMEA2205273	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			S
ERS357785	11657_5#68	ERR434326	SAMEA2205274	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			S
ERS357786	11657_7#61	ERR434511	SAMEA2205275	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS357787	11658_3#50	ERR434596	SAMEA2205276	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357788	11657_7#62	ERR434512	SAMEA2205277	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS357789	11679_7#46	ERR435433	SAMEA2205278	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			S
ERS357790	11658_3#51	ERR434597	SAMEA2205279	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357791	11657_6#61	ERR434415	SAMEA2205280	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357792	11679_5#49	ERR435244	SAMEA2205281	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			S
ERS357793	11658_3#52	ERR434598	SAMEA2205282	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357794	11657_6#62	ERR434416	SAMEA2205283	PRJEB4681	Previously sequenced	2007	S	S		R	S	S	S		S			S
ERS357795	11679_6#59	ERR435350	SAMEA2205284	PRJEB4681	Previously sequenced	2006	R	R		R	R	R	R		S			R
ERS357796	11657_5#69	ERR434327	SAMEA2205285	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			R
ERS357797	11657_5#70	ERR434328	SAMEA2205286	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357798	11658_4#65	ERR434707	SAMEA2205287	PRJEB4681	Previously sequenced	2006	I	R		R	R	I	R		S			R
ERS357799	11679_5#50	ERR435245	SAMEA2205288	PRJEB4681	Previously sequenced	2006	S	S		R	R	R	S		S			S
ERS357800	11791_3#62	ERR439594	SAMEA2205289	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS357801	11791_6#24	ERR439651	SAMEA2205290	PRJEB4681	Previously sequenced	2006	R	R		R	R	I	R		R			R
ERS357802	11658_4#66	ERR434708	SAMEA2205291	PRJEB4681	Previously sequenced	2006	I	R		R	R	I	R		S			R
ERS357803	11679_7#47	ERR435434	SAMEA2205292	PRJEB4681	Previously sequenced	2007	S	S		R	R	S	S		R			S
ERS357804	11679_7#48	ERR435435	SAMEA2205293	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357805	11657_6#63	ERR434417	SAMEA2205294	PRJEB4681	Previously sequenced	2006	I	R		R	R	R	R		S			R
ERS357806	11679_7#49	ERR435436	SAMEA2205295	PRJEB4681	Previously sequenced	2007	S	S		R	S	S	S		R			R
ERS357807	11657_6#64	ERR434418	SAMEA2205296	PRJEB4681	Previously sequenced	2006	I	R		R	R	I	R		S			R
ERS357808	11679_4#57	ERR435156	SAMEA2205297	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	R		S			S
ERS357809	11657_7#63	ERR434513	SAMEA2205298	PRJEB4681	Previously sequenced	2007	S	S		R	S	S	S		S			S
ERS357810	11679_6#60	ERR435351	SAMEA2205299	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		I			S
ERS357811	11657_7#64	ERR434514	SAMEA2205300	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			S
ERS357812	11657_7#65	ERR434515	SAMEA2205301	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357813	11658_3#53	ERR434599	SAMEA2205302	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			S
ERS357814	11658_4#67	ERR434709	SAMEA2205303	PRJEB4681	Previously sequenced	2006	S	S		R	R	R	R		S			R
ERS357815	11679_7#50	ERR435437	SAMEA2205304	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357816	11679_5#51	ERR435246	SAMEA2205305	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			S
ERS357817	11791_6#25	ERR439652	SAMEA2205306	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			R
ERS357818	11679_5#52	ERR435247	SAMEA2205307	PRJEB4681	Previously sequenced	2007	S	S		R	R	S	S		S			S
ERS357819	11679_7#51	ERR435438	SAMEA2205308	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357820	11679_5#53	ERR435248	SAMEA2205309	PRJEB4681	Previously sequenced	2007	S	S		R	S	S	S		S			S
ERS357821	11679_5#54	ERR435249	SAMEA2205310	PRJEB4681	Previously sequenced	2007	S	S		R	S	S	S		S			S
ERS357822	11657_6#65	ERR434419	SAMEA2205311	PRJEB4681	Previously sequenced	2006	S	S		R	R	R	S		R			R
ERS357823	11679_5#55	ERR435250	SAMEA2205312	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357824	11658_7#71	ERR435001	SAMEA2205313	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		R			R
ERS357825	11658_4#68	ERR434710	SAMEA2205314	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			R
ERS357826	11679_7#52	ERR435439	SAMEA2205315	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357827	11679_4#58	ERR435157	SAMEA2205316	PRJEB4681	Previously sequenced	2006	S	S		R	R	R	S		S			S
ERS357828	11679_8#68	ERR435550	SAMEA2205317	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357829	11658_3#54	ERR434600	SAMEA2205318	PRJEB4681	Previously sequenced	2007	S	S		R	R	S	S		S			S
ERS357830	11791_3#63	ERR439595	SAMEA2205319	PRJEB4681	Previously sequenced	2007	S	S		R	R	S	S		R			R
ERS357831	11658_3#55	ERR434601	SAMEA2205320	PRJEB4681	Previously sequenced	2007	R	R		R	S	S	R		S			R
ERS357832	11658_3#56	ERR434602	SAMEA2205321	PRJEB4681	Previously sequenced	2007	R	R		R	R	S	R		R			R
ERS357833	11679_6#61	ERR435352	SAMEA2205322	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS357834	11679_5#56	ERR435251	SAMEA2205323	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS357835	11679_4#59	ERR435158	SAMEA2205324	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS357836	11679_4#60	ERR435159	SAMEA2205325	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357837	11679_4#61	ERR435160	SAMEA2205326	PRJEB4681	Previously sequenced	2006	R	R		R	R	I	R		R			R
ERS357838	11679_4#62	ERR435161	SAMEA2205327	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357839	11657_6#66	ERR434420	SAMEA2205328	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357840	11791_6#26	ERR439653	SAMEA2205329	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			S
ERS357841	11658_3#57	ERR434603	SAMEA2205330	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357842	11679_6#62	ERR435353	SAMEA2205331	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357843	11679_7#53	ERR435440	SAMEA2205332	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	R		S			R
ERS357844	11679_6#63	ERR435354	SAMEA2205333	PRJEB4681	Previously sequenced	2007	S	S		R	S	S	S		S			S
ERS357845	11657_7#66	ERR434516	SAMEA2205334	PRJEB4681	Previously sequenced	2006	R	R		R	R	R	R		S			R
ERS357846	11657_7#67	ERR434517	SAMEA2205335	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357847	11679_8#69	ERR435551	SAMEA2205336	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357848	11657_5#71	ERR434329	SAMEA2205337	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			S
ERS357849	11657_6#67	ERR434421	SAMEA2205338	PRJEB4681	Previously sequenced	2008	I	R		R	R	I	R		S			R
ERS357850	11657_7#68	ERR434518	SAMEA2205339	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357851	11658_3#58	ERR434604	SAMEA2205340	PRJEB4681	Previously sequenced	2009	R	R		R	R	S	R		S			R
ERS357852	11679_7#54	ERR435441	SAMEA2205341	PRJEB4681	Previously sequenced	2009	R	R		R	R	S	R		S			R
ERS357853	11679_5#57	ERR435252	SAMEA2205342	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357854	11658_7#72	ERR435002	SAMEA2205343	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357855	11657_6#68	ERR434422	SAMEA2205344	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357856	11658_5#91	ERR434829	SAMEA2205345	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357857	11657_7#69	ERR434519	SAMEA2205346	PRJEB4681	Previously sequenced	2008	S	S		R	R	R	S		S			S
ERS357858	11658_3#59	ERR434605	SAMEA2205347	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357859	11679_6#64	ERR435355	SAMEA2205348	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357860	11679_4#63	ERR435162	SAMEA2205349	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357861	11658_4#69	ERR434711	SAMEA2205350	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS357862	11679_7#55	ERR435442	SAMEA2205351	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357864	11679_6#65	ERR435356	SAMEA2205353	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357865	11679_6#66	ERR435357	SAMEA2205354	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357866	11679_5#58	ERR435253	SAMEA2205355	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357867	11658_3#60	ERR434606	SAMEA2205356	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	R		S			S
ERS357868	11679_6#67	ERR435358	SAMEA2205357	PRJEB4681	Previously sequenced	2008	S	S		R	R	I	R		S			S
ERS357869	11679_7#56	ERR435443	SAMEA2205358	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			S
ERS357870	11658_4#70	ERR434712	SAMEA2205359	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			S
ERS357871	11657_5#72	ERR434330	SAMEA2205360	PRJEB4681	Previously sequenced	2008	S	S		R	R	I	S		S			S
ERS357872	11679_7#57	ERR435444	SAMEA2205361	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357873	11679_6#68	ERR435359	SAMEA2205362	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			S
ERS357874	11658_4#71	ERR434713	SAMEA2205363	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			S
ERS357875	11679_4#64	ERR435163	SAMEA2205364	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			R
ERS357876	11679_5#59	ERR435254	SAMEA2205365	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357877	11657_7#70	ERR434520	SAMEA2205366	PRJEB4681	Previously sequenced	2006	S	S		R	R	R	S		S			R
ERS357878	11791_7#63	ERR439725	SAMEA2205367	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357879	11657_7#71	ERR434521	SAMEA2205368	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357880	11791_6#27	ERR439654	SAMEA2205369	PRJEB4681	Previously sequenced	2008	S	R		R	S	S	R		S			S
ERS357881	11658_4#72	ERR434714	SAMEA2205370	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		R			S
ERS357882	11658_3#61	ERR434607	SAMEA2205371	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	R		S			S
ERS357883	11679_4#65	ERR435164	SAMEA2205372	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357884	11679_7#58	ERR435445	SAMEA2205373	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			R
ERS357885	11657_7#72	ERR434522	SAMEA2205374	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	R		S			S
ERS357886	11658_4#73	ERR434715	SAMEA2205375	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357887	11679_4#66	ERR435165	SAMEA2205376	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			R
ERS357888	11657_5#73	ERR434331	SAMEA2205377	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357889	11658_3#62	ERR434608	SAMEA2205378	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357890	11657_6#69	ERR434423	SAMEA2205379	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357891	11679_7#59	ERR435446	SAMEA2205380	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357893	11679_4#67	ERR435166	SAMEA2205382	PRJEB4681	Previously sequenced	2007	S	S		R	S	S	S		S			S
ERS357894	11658_3#64	ERR434610	SAMEA2205383	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			I
ERS357895	11679_5#60	ERR435255	SAMEA2205384	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357896	11658_5#92	ERR434830	SAMEA2205385	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357897	11657_7#73	ERR434523	SAMEA2205386	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			R
ERS357898	11679_6#69	ERR435360	SAMEA2205387	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357899	11658_3#65	ERR434611	SAMEA2205388	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			R
ERS357900	11679_5#61	ERR435256	SAMEA2205389	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357901	11679_5#62	ERR435257	SAMEA2205390	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS357902	11791_7#64	ERR439726	SAMEA2205391	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357903	11657_5#74	ERR434332	SAMEA2205392	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357904	11658_6#91	ERR434925	SAMEA2205393	PRJEB4681	Previously sequenced	2008	R	R		R	R	I	R		R			R
ERS357905	11679_5#63	ERR435258	SAMEA2205394	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357906	11679_7#60	ERR435447	SAMEA2205395	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357907	11657_7#74	ERR434524	SAMEA2205396	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357908	11657_7#75	ERR434525	SAMEA2205397	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357909	11657_7#76	ERR434526	SAMEA2205398	PRJEB4681	Previously sequenced	2007	S	S		R	S	S	S		S			S
ERS357910	11658_7#73	ERR435003	SAMEA2205399	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357911	11657_7#77	ERR434527	SAMEA2205400	PRJEB4681	Previously sequenced	2009	S	S		R	R	I	S		R			S
ERS357912	11658_8#93	ERR435096	SAMEA2205401	PRJEB4681	Previously sequenced	2009	R	R		R	S	S	R		S			R
ERS357913	11679_8#70	ERR435552	SAMEA2205402	PRJEB4681	Previously sequenced	2009	S	S		R	R	I	S		R			S
ERS357914	11679_8#71	ERR435553	SAMEA2205403	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357915	11679_7#61	ERR435448	SAMEA2205404	PRJEB4681	Previously sequenced	2009	S	S		R	R	R	R		S			S
ERS357916	11657_5#75	ERR434333	SAMEA2205405	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357917	11657_7#78	ERR434528	SAMEA2205406	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	R		S			R
ERS357918	11658_6#92	ERR434926	SAMEA2205407	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	R		S			S
ERS357919	11679_6#70	ERR435361	SAMEA2205408	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357920	11658_4#74	ERR434716	SAMEA2205409	PRJEB4681	Previously sequenced	2009	R	R		R	R	I	R		R			R
ERS357921	11679_8#72	ERR435554	SAMEA2205410	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357922	11679_7#62	ERR435449	SAMEA2205411	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			S
ERS357923	11679_4#68	ERR435167	SAMEA2205412	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			S
ERS357924	11679_4#69	ERR435168	SAMEA2205413	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357925	11657_7#79	ERR434529	SAMEA2205414	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	S		S			S
ERS357926	11658_8#94	ERR435097	SAMEA2205415	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	R		S			I
ERS357927	11791_3#64	ERR439596	SAMEA2205416	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357928	11658_5#93	ERR434831	SAMEA2205417	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357929	11657_6#70	ERR434424	SAMEA2205418	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357930	11679_7#63	ERR435450	SAMEA2205419	PRJEB4681	Previously sequenced	2009	R	S		R	R	R	R		S			S
ERS357931	11679_5#64	ERR435259	SAMEA2205420	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357932	11657_7#80	ERR434530	SAMEA2205421	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357933	11658_4#75	ERR434717	SAMEA2205422	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
ERS357934	11791_6#28	ERR439655	SAMEA2205423	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
ERS357935	11679_7#64	ERR435451	SAMEA2205424	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357936	11658_6#93	ERR434927	SAMEA2205425	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357937	11658_4#76	ERR434718	SAMEA2205426	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS357938	11658_7#74	ERR435004	SAMEA2205427	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			S
ERS357939	11658_4#77	ERR434719	SAMEA2205428	PRJEB4681	Previously sequenced	2008	S	S		S	S	S	R		R			R
ERS357940	11791_6#29	ERR439656	SAMEA2205429	PRJEB4681	Previously sequenced	2008	R	R		R	R	I	R		R			R
ERS357941	11657_5#76	ERR434334	SAMEA2205430	PRJEB4681	Previously sequenced	2009	S	S		R	R	R	R		S			S
ERS357942	11679_4#70	ERR435169	SAMEA2205431	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357943	11679_5#65	ERR435260	SAMEA2205432	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357944	11679_4#71	ERR435170	SAMEA2205433	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
ERS357945	11658_3#66	ERR434612	SAMEA2205434	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
ERS357946	11791_3#65	ERR439597	SAMEA2205435	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
ERS357947	11657_7#81	ERR434531	SAMEA2205436	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	R		S			S
ERS357948	11658_3#67	ERR434613	SAMEA2205437	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	R		S			S
ERS357949	11679_7#65	ERR435452	SAMEA2205438	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357950	11679_7#66	ERR435453	SAMEA2205439	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
ERS357951	11657_6#71	ERR434425	SAMEA2205440	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357952	11679_6#71	ERR435362	SAMEA2205441	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357953	11658_4#78	ERR434720	SAMEA2205442	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357954	11679_6#72	ERR435363	SAMEA2205443	PRJEB4681	Previously sequenced	2009	R	R		R	R	S	R		S			S
ERS357955	11658_4#79	ERR434721	SAMEA2205444	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357956	11658_7#75	ERR435005	SAMEA2205445	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357957	11791_6#30	ERR439657	SAMEA2205446	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	R		S			R
ERS357958	11658_3#68	ERR434614	SAMEA2205447	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357959	11679_7#67	ERR435454	SAMEA2205448	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357960	11657_5#77	ERR434335	SAMEA2205449	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357961	11658_4#80	ERR434722	SAMEA2205450	PRJEB4681	Previously sequenced	2009	I	R		R	R	S	R		S			R
ERS357962	11658_3#69	ERR434615	SAMEA2205451	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS357963	11657_6#72	ERR434426	SAMEA2205452	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
ERS357964	11658_7#76	ERR435006	SAMEA2205453	PRJEB4681	Previously sequenced	2009	I	S		R	R	R	S		S			S
ERS357965	11679_7#68	ERR435455	SAMEA2205454	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS357966	11679_5#66	ERR435261	SAMEA2205455	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
